계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,27545.0,30650.0,37136.0,40830.0,9181.0,9046.0,11596.0,8330.0
Operating Income,1424.0,1814.0,2244.0,2387.0,685.0,525.0,727.0,267.0
Oper.Income(Rep.),1424.0,1814.0,2244.0,nan,685.0,525.0,727.0,267.0
Net Income,1162.0,1403.0,1752.0,1859.0,527.0,447.0,517.0,199.0
Net Income(Contr.),1139.0,1378.0,1708.0,1820.0,516.0,436.0,502.0,196.0
Net Income(Minor.),23.0,25.0,44.0,nan,11.0,11.0,15.0,nan
Total Assets,26194.0,28431.0,33495.0,34812.0,28589.0,29353.0,33495.0,nan
Total Liabilities,11291.0,12507.0,16190.0,16176.0,12191.0,12548.0,16190.0,nan
Total Equity,14904.0,15923.0,17305.0,18635.0,16398.0,16805.0,17305.0,nan
Net Income(Contr.),14788.0,15799.0,17054.0,18375.0,16246.0,16653.0,17054.0,nan
Net Income(Minor.),116.0,124.0,251.0,260.0,152.0,152.0,251.0,nan
Capital Stock,137.0,137.0,137.0,139.0,137.0,137.0,137.0,nan
Total Debt/Equity,75.76,78.55,93.55,86.81,74.34,74.67,93.55,nan
Reserve Ratio,10685.25,11422.99,12338.14,nan,11749.01,12045.48,12338.14,nan
Oper.Income Margin,5.17,5.92,6.04,5.85,7.47,5.8,6.27,nan
Net Income Margin,4.14,4.49,4.6,4.46,5.62,4.82,4.33,2.39
ROA,4.68,5.14,5.66,5.44,7.62,6.17,6.58,nan
ROE,8.0,9.01,10.4,10.27,12.91,10.61,11.91,nan
EPS(KRW),4154.0,5024.0,6228.0,6635.0,1880.0,1592.0,1830.0,714.0
BPS(KRW),53926.0,57615.0,62191.0,67006.0,59245.0,60727.0,62191.0,nan
DPS(KRW),1140.0,1430.0,1780.0,1766.0,nan,nan,1780.0,nan
PER,22.99,42.1,20.25,20.23,nan,nan,nan,nan
PBR,1.77,3.67,2.03,2.0,2.77,2.57,2.03,nan
Issued Shares,27424.0,27424.0,27424.0,nan,27424.0,27424.0,27424.0,nan
Div Yield,1.19,0.68,1.41,nan,nan,nan,1.41,nan
