계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,594.0,345.0,492.0,nan,nan,nan,nan,nan
Operating Income,89.0,20.0,25.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),89.0,20.0,25.0,nan,nan,nan,0.0,nan
Net Income,75.0,23.0,52.0,nan,nan,nan,nan,nan
Net Income(Contr.),75.0,23.0,52.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,463.0,464.0,614.0,nan,nan,nan,614.0,nan
Total Liabilities,182.0,182.0,291.0,nan,nan,nan,291.0,nan
Total Equity,281.0,282.0,323.0,nan,nan,nan,323.0,nan
Net Income(Contr.),281.0,282.0,323.0,nan,nan,nan,323.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,62.0,63.0,63.0,nan,nan,nan,63.0,nan
Total Debt/Equity,64.77,64.52,89.92,nan,nan,nan,89.92,nan
Reserve Ratio,350.84,389.7,496.16,nan,nan,nan,496.16,nan
Oper.Income Margin,15.05,5.74,5.05,nan,nan,nan,nan,nan
Net Income Margin,12.58,6.71,10.62,nan,nan,nan,nan,nan
ROA,17.55,5.0,9.71,nan,nan,nan,nan,nan
ROE,31.4,8.24,17.29,nan,nan,nan,nan,nan
EPS(KRW),602.0,185.0,417.0,nan,nan,nan,0.0,nan
BPS(KRW),2254.0,2448.0,2981.0,nan,nan,nan,2981.0,nan
DPS(KRW),50.0,30.0,50.0,nan,nan,nan,50.0,nan
PER,14.52,51.11,14.9,nan,nan,nan,nan,nan
PBR,3.88,3.87,2.09,nan,nan,nan,2.09,nan
Issued Shares,12481.0,12504.0,12534.0,nan,nan,nan,12534.0,nan
Div Yield,0.57,0.32,0.8,nan,nan,nan,0.8,nan
