계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,821.0,653.0,774.0,937.0,195.0,193.0,208.0,nan
Operating Income,116.0,-0.0,-21.0,74.0,-2.0,-2.0,-21.0,nan
Oper.Income(Rep.),116.0,-0.0,-21.0,nan,-2.0,-2.0,-21.0,nan
Net Income,101.0,13.0,-23.0,52.0,-2.0,-5.0,-21.0,nan
Net Income(Contr.),100.0,12.0,-23.0,52.0,-2.0,-5.0,-21.0,nan
Net Income(Minor.),1.0,0.0,0.0,nan,0.0,-0.0,0.0,nan
Total Assets,1108.0,1344.0,1618.0,1587.0,1591.0,1673.0,1618.0,nan
Total Liabilities,376.0,596.0,886.0,798.0,835.0,923.0,886.0,nan
Total Equity,733.0,748.0,732.0,789.0,756.0,749.0,732.0,nan
Net Income(Contr.),731.0,745.0,729.0,780.0,753.0,747.0,729.0,nan
Net Income(Minor.),2.0,2.0,3.0,9.0,3.0,3.0,3.0,nan
Capital Stock,62.0,64.0,64.0,61.0,64.0,64.0,64.0,nan
Total Debt/Equity,51.25,79.76,121.06,101.06,110.46,123.18,121.06,nan
Reserve Ratio,1081.69,1068.25,1039.97,nan,1077.32,1067.71,1039.97,nan
Oper.Income Margin,14.11,-0.06,-2.67,7.89,-1.15,-0.98,-9.86,nan
Net Income Margin,12.2,1.9,-2.95,5.55,-0.86,-2.73,-10.26,nan
ROA,11.22,1.04,-1.53,3.24,-0.39,-1.33,-5.19,nan
ROE,19.46,1.68,-3.09,6.89,-0.89,-2.81,-11.58,nan
EPS(KRW),835.0,97.0,-178.0,406.0,-13.0,-41.0,-167.0,nan
BPS(KRW),5908.0,5841.0,5700.0,6095.0,5887.0,5839.0,5700.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,18.08,222.83,nan,23.58,nan,nan,nan,nan
PBR,2.56,3.71,1.41,1.57,3.1,2.36,1.41,nan
Issued Shares,12368.0,12760.0,12793.0,nan,12793.0,12793.0,12793.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
