계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,26734.0,25021.0,26638.0,27243.0,7821.0,6473.0,6490.0,6239.0
Operating Income,-1087.0,-685.0,2156.0,2499.0,1112.0,655.0,352.0,497.0
Oper.Income(Rep.),-1087.0,-685.0,2156.0,nan,1112.0,655.0,352.0,497.0
Net Income,-8864.0,-3039.0,32.0,2076.0,1623.0,206.0,-1698.0,802.0
Net Income(Contr.),-8192.0,-2557.0,256.0,1960.0,1695.0,224.0,-1659.0,756.0
Net Income(Minor.),-672.0,-482.0,-224.0,nan,-72.0,-19.0,-39.0,nan
Total Assets,89356.0,79159.0,81771.0,82872.0,80294.0,79859.0,81771.0,nan
Total Liabilities,33138.0,28368.0,27032.0,27758.0,26525.0,27180.0,27032.0,nan
Total Equity,56218.0,50790.0,54739.0,55563.0,53769.0,52679.0,54739.0,nan
Net Income(Contr.),54609.0,49795.0,54160.0,55792.0,52960.0,51941.0,54160.0,nan
Net Income(Minor.),1609.0,995.0,578.0,-229.0,810.0,738.0,578.0,nan
Capital Stock,86.0,86.0,86.0,89.0,86.0,86.0,86.0,nan
Total Debt/Equity,58.94,55.85,49.38,49.96,49.33,51.6,49.38,nan
Reserve Ratio,68149.7,62549.54,67628.03,nan,66231.32,65046.46,67628.03,nan
Oper.Income Margin,-4.07,-2.74,8.09,9.17,14.22,10.12,5.43,nan
Net Income Margin,-30.64,-10.22,0.96,7.19,21.67,3.47,-25.56,12.85
ROA,-9.04,-3.61,0.04,2.52,7.95,1.03,-8.4,nan
ROE,-14.56,-4.9,0.49,3.56,13.1,1.71,-12.51,nan
EPS(KRW),-9531.0,-2975.0,298.0,2280.0,1972.0,261.0,-1930.0,880.0
BPS(KRW),68250.0,62650.0,67728.0,69626.0,66331.0,65146.0,67728.0,nan
DPS(KRW),nan,nan,417.0,477.0,nan,nan,417.0,nan
PER,nan,nan,173.31,22.46,nan,nan,nan,nan
PBR,0.88,0.93,0.76,0.74,0.81,0.91,0.76,nan
Issued Shares,85954.0,85954.0,85954.0,nan,85954.0,85954.0,85954.0,nan
Div Yield,nan,nan,0.81,nan,nan,nan,0.81,nan
