계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,838.0,1215.0,1207.0,nan,nan,nan,nan,nan
Operating Income,57.0,122.0,148.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),57.0,122.0,148.0,nan,nan,nan,0.0,nan
Net Income,62.0,126.0,150.0,nan,nan,nan,nan,nan
Net Income(Contr.),62.0,126.0,150.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1133.0,1312.0,1468.0,nan,nan,nan,1468.0,nan
Total Liabilities,347.0,414.0,411.0,nan,nan,nan,411.0,nan
Total Equity,787.0,898.0,1057.0,nan,nan,nan,1057.0,nan
Net Income(Contr.),787.0,898.0,1057.0,nan,nan,nan,1057.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,36.0,36.0,36.0,nan,nan,nan,36.0,nan
Total Debt/Equity,44.07,46.08,38.93,nan,nan,nan,38.93,nan
Reserve Ratio,2203.11,2514.43,2957.88,nan,nan,nan,2957.88,nan
Oper.Income Margin,6.78,10.04,12.23,nan,nan,nan,nan,nan
Net Income Margin,7.37,10.34,12.4,nan,nan,nan,nan,nan
ROA,5.6,10.27,10.77,nan,nan,nan,nan,nan
ROE,8.14,14.91,15.31,nan,nan,nan,nan,nan
EPS(KRW),870.0,1768.0,2106.0,nan,nan,nan,0.0,nan
BPS(KRW),11604.0,13173.0,15407.0,nan,nan,nan,15407.0,nan
DPS(KRW),200.0,350.0,400.0,nan,nan,nan,400.0,nan
PER,21.32,17.96,21.37,nan,nan,nan,nan,nan
PBR,1.6,2.41,2.92,nan,nan,nan,2.92,nan
Issued Shares,7107.0,7107.0,7107.0,nan,nan,nan,7107.0,nan
Div Yield,1.08,1.1,0.89,nan,nan,nan,0.89,nan
