계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,1908.0,2165.0,2496.0,nan,635.0,599.0,655.0,672.0
Operating Income,118.0,112.0,125.0,nan,35.0,28.0,24.0,45.0
Oper.Income(Rep.),118.0,112.0,125.0,nan,35.0,28.0,24.0,45.0
Net Income,110.0,284.0,-393.0,nan,14.0,37.0,-464.0,-25.0
Net Income(Contr.),96.0,262.0,-410.0,nan,8.0,45.0,-477.0,-29.0
Net Income(Minor.),14.0,22.0,17.0,nan,6.0,-9.0,13.0,nan
Total Assets,2466.0,2431.0,2370.0,nan,2891.0,2969.0,2370.0,nan
Total Liabilities,889.0,902.0,1065.0,nan,1077.0,1122.0,1065.0,nan
Total Equity,1577.0,1529.0,1305.0,nan,1814.0,1847.0,1305.0,nan
Net Income(Contr.),1436.0,1357.0,1121.0,nan,1621.0,1657.0,1121.0,nan
Net Income(Minor.),141.0,172.0,184.0,nan,193.0,190.0,184.0,nan
Capital Stock,162.0,162.0,162.0,nan,162.0,162.0,162.0,nan
Total Debt/Equity,56.37,58.98,81.55,nan,59.36,60.77,81.55,nan
Reserve Ratio,795.27,746.63,601.57,nan,909.15,931.43,601.57,nan
Oper.Income Margin,6.2,5.17,5.01,nan,5.46,4.75,3.69,nan
Net Income Margin,5.01,12.11,-16.42,nan,1.31,7.58,-72.82,-3.68
ROA,3.67,11.6,-16.36,nan,2.03,5.02,-69.47,nan
ROE,5.22,18.77,-33.07,nan,2.07,11.09,-137.37,nan
EPS(KRW),294.0,807.0,-1262.0,nan,26.0,140.0,-1469.0,-79.0
BPS(KRW),4476.0,4233.0,3508.0,nan,5046.0,5157.0,3508.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,15.01,5.54,nan,nan,nan,nan,nan,nan
PBR,0.99,1.06,0.89,nan,0.73,0.67,0.89,nan
Issued Shares,32474.0,32474.0,32474.0,nan,32474.0,32474.0,32474.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
