계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,12707.0,13886.0,14269.0,14664.0,3380.0,3759.0,3446.0,nan
Operating Income,2176.0,2823.0,2858.0,2995.0,739.0,933.0,427.0,nan
Oper.Income(Rep.),2176.0,2823.0,2858.0,nan,739.0,933.0,427.0,nan
Net Income,1156.0,3409.0,4569.0,3494.0,1610.0,909.0,1122.0,nan
Net Income(Contr.),1156.0,3409.0,4569.0,3494.0,1610.0,909.0,1122.0,nan
Net Income(Minor.),-0.0,-0.0,-0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,41678.0,44487.0,47006.0,48890.0,43714.0,45166.0,47006.0,nan
Total Liabilities,7524.0,7708.0,8170.0,8409.0,6334.0,6973.0,8170.0,nan
Total Equity,34154.0,36779.0,38837.0,40481.0,37380.0,38193.0,38837.0,nan
Net Income(Contr.),34154.0,36779.0,38837.0,40172.0,37380.0,38193.0,38837.0,nan
Net Income(Minor.),0.0,-0.0,-0.0,309.0,-0.0,-0.0,-0.0,nan
Capital Stock,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,nan
Total Debt/Equity,22.03,20.96,21.04,20.77,16.95,18.26,21.04,nan
Reserve Ratio,3255.54,3500.97,3730.73,nan,3557.18,3633.16,3730.73,nan
Oper.Income Margin,17.12,20.33,20.03,20.42,21.88,24.83,12.4,nan
Net Income Margin,9.1,24.55,32.02,23.82,47.64,24.18,32.56,nan
ROA,2.89,7.91,9.99,7.29,14.45,8.18,9.74,nan
ROE,3.47,9.61,12.08,8.84,17.6,9.62,11.65,nan
EPS(KRW),540.0,1593.0,2136.0,1633.0,752.0,425.0,524.0,nan
BPS(KRW),16778.0,18005.0,19154.0,19778.0,18286.0,18666.0,19154.0,nan
DPS(KRW),350.0,930.0,1170.0,1045.0,nan,nan,1170.0,nan
PER,42.93,10.04,7.48,10.29,nan,nan,nan,nan
PBR,1.38,0.89,0.83,0.85,0.76,0.91,0.83,nan
Issued Shares,213941.0,213941.0,213941.0,nan,213941.0,213941.0,213941.0,nan
Div Yield,1.51,5.81,7.33,nan,nan,nan,7.33,nan
