계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,22208.0,23086.0,32763.0,39355.0,6047.0,7403.0,11678.0,9076.0
Operating Income,1791.0,1864.0,2298.0,3502.0,491.0,519.0,617.0,1136.0
Oper.Income(Rep.),1791.0,1864.0,2298.0,nan,491.0,519.0,617.0,1136.0
Net Income,1229.0,1750.0,2166.0,2858.0,457.0,407.0,697.0,828.0
Net Income(Contr.),1229.0,1750.0,2217.0,2941.0,457.0,430.0,725.0,842.0
Net Income(Minor.),nan,nan,-51.0,nan,nan,-23.0,-28.0,nan
Total Assets,30127.0,38158.0,61253.0,64697.0,48675.0,58042.0,61253.0,nan
Total Liabilities,20775.0,27634.0,48878.0,49973.0,37518.0,46321.0,48878.0,nan
Total Equity,9352.0,10524.0,12374.0,14723.0,11157.0,11720.0,12374.0,nan
Net Income(Contr.),9352.0,10524.0,12107.0,14519.0,11157.0,11477.0,12107.0,nan
Net Income(Minor.),0.0,0.0,268.0,204.0,0.0,243.0,268.0,nan
Capital Stock,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,nan
Total Debt/Equity,222.16,262.59,395.0,339.41,336.29,395.22,395.0,nan
Reserve Ratio,754.99,861.52,1005.45,nan,919.06,948.2,1005.45,nan
Oper.Income Margin,8.07,8.07,7.01,8.9,8.13,7.02,5.28,nan
Net Income Margin,5.54,7.58,6.77,7.47,7.55,5.81,6.21,9.12
ROA,4.4,5.12,4.36,4.54,3.97,3.05,4.67,nan
ROE,14.48,17.61,19.59,22.09,16.71,15.19,24.59,nan
EPS(KRW),5588.0,7953.0,10078.0,13370.0,2076.0,1954.0,3295.0,3827.0
BPS(KRW),42750.0,48076.0,55272.0,66238.0,50953.0,52410.0,55272.0,nan
DPS(KRW),1500.0,1950.0,2400.0,2564.0,nan,nan,2400.0,nan
PER,16.5,16.41,21.88,30.07,nan,nan,nan,nan
PBR,2.16,2.71,3.99,6.07,4.32,4.03,3.99,nan
Issued Shares,22000.0,22000.0,22000.0,nan,22000.0,22000.0,22000.0,nan
Div Yield,1.63,1.49,1.09,nan,nan,nan,1.09,nan
