Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-05,,,,,,,,,N/A
2024-06-07,,,,,,,,,N/A
2024-06-10,,,,,,,,,N/A
2024-06-11,,,,,,,,,N/A
2024-06-12,,,,,,,,,N/A
2024-06-13,,,,,,,,,N/A
2024-06-14,,,,,,,,,N/A
2024-06-17,,,,,,,,,N/A
2024-06-18,,,,,,,,,N/A
2024-06-19,,,,,,,,,N/A
2024-06-20,,,,,,,,,N/A
2024-06-21,,,,,,,,,N/A
2024-06-24,,,,,,,,,N/A
2024-06-25,,,,,,,,,N/A
2024-06-26,,,,,,,,,N/A
2024-06-27,,,,,,,,,N/A
2024-06-28,,,,,,,,,N/A
2024-07-01,,,,,,,,,N/A
2024-07-02,,,,,,,,,N/A
2024-07-03,,,,,,,,,N/A
2024-07-04,,,,,,,,,N/A
2024-07-05,,,,,,,,,N/A
2024-07-08,,,,,,,,,N/A
2024-07-09,,,,,,,,,N/A
2024-07-10,,,,,,,,,N/A
2024-07-11,,,,,,,,,N/A
2024-07-12,,,,,,,,,N/A
2024-07-15,,,,,,,,,N/A
2024-07-16,,,,,,,,,N/A
2024-07-17,,,,,,,,,N/A
2024-07-18,,,,,,,,,N/A
2024-07-19,,,,,,,,,N/A
2024-07-22,,,,,,,,,N/A
2024-07-23,,,,,,,,,N/A
2024-07-24,,,,,,,,,N/A
2024-07-25,,,,,,,,,N/A
2024-07-26,,,,,,,,,N/A
2024-07-29,,,,,,,,,N/A
2024-07-30,,,,,,,,,N/A
2024-07-31,,,,,,,,,N/A
2024-08-01,,,,,,,,,N/A
2024-08-02,,,,,,,,,N/A
2024-08-05,,,,,,,,,N/A
2024-08-06,,,,,,,,,N/A
2024-08-07,,,,,,,,,N/A
2024-08-08,,,,,,,,,N/A
2024-08-09,,,,,,,,,N/A
2024-08-12,,,,,,,,,N/A
2024-08-13,,,,,,,,,N/A
2024-08-14,,,,,,,,,N/A
2024-08-16,,,,,,,,,N/A
2024-08-19,,,,,,,,,N/A
2024-08-20,,,,,,,,,N/A
2024-08-21,,,,,,,,,N/A
2024-08-22,,,,,,,,,N/A
2024-08-23,,,,,,,,,N/A
2024-08-26,,,,,,,,,N/A
2024-08-27,,,,,,,,,N/A
2024-08-28,,,,,,,,,N/A
2024-08-29,,,,,,,,,N/A
2024-08-30,,,,,,,,,N/A
2024-09-02,,,,,,,,,N/A
2024-09-03,,,,,,,,,N/A
2024-09-04,,,,,,,,,N/A
2024-09-05,,,,,,,,,N/A
2024-09-06,,,,,,,,,N/A
2024-09-09,,,,,,,,,N/A
2024-09-10,,,,,,,,,N/A
2024-09-11,,,,,,,,,N/A
2024-09-12,,,,,,,,,N/A
2024-09-13,,,,,,,,,N/A
2024-09-19,,,,,,,,,N/A
2024-09-20,,,,,,,,,N/A
2024-09-23,,,,,,,,,N/A
2024-09-24,,,,,,,,,N/A
2024-09-25,,,,,,,,,N/A
2024-09-26,,,,,,,,,N/A
2024-09-27,,,,,,,,,N/A
2024-09-30,,,,,,,,,N/A
2024-10-02,,,,,,,,,N/A
2024-10-04,,,,,,,,,N/A
2024-10-07,,,,,,,,,N/A
2024-10-08,,,,,,,,,N/A
2024-10-10,,,,,,,,,N/A
2024-10-11,,,,,,,,,N/A
2024-10-14,,,,,,,,,N/A
2024-10-15,,,,,,,,,N/A
