계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1131.0,1441.0,2810.0,nan,551.0,628.0,1211.0,nan
Operating Income,-118.0,83.0,246.0,nan,30.0,60.0,108.0,nan
Oper.Income(Rep.),-118.0,83.0,246.0,nan,30.0,60.0,108.0,nan
Net Income,-112.0,57.0,182.0,nan,25.0,42.0,81.0,nan
Net Income(Contr.),-112.0,57.0,182.0,nan,25.0,42.0,81.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2103.0,2913.0,3208.0,nan,2887.0,3122.0,3208.0,nan
Total Liabilities,1034.0,1793.0,1926.0,nan,1727.0,1921.0,1926.0,nan
Total Equity,1069.0,1119.0,1282.0,nan,1160.0,1202.0,1282.0,nan
Net Income(Contr.),1069.0,1119.0,1282.0,nan,1160.0,1202.0,1282.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,54.0,54.0,54.0,nan,54.0,54.0,54.0,nan
Total Debt/Equity,96.74,160.18,150.17,nan,148.84,159.81,150.17,nan
Reserve Ratio,2007.09,2101.73,2405.57,nan,2177.83,2255.55,2405.57,nan
Oper.Income Margin,-10.42,5.78,8.75,nan,5.53,9.49,8.94,nan
Net Income Margin,-9.9,3.96,6.47,nan,4.57,6.62,6.73,nan
ROA,-5.91,2.27,5.94,nan,3.51,5.53,10.3,nan
ROE,-11.04,5.21,15.14,nan,8.77,14.08,26.24,nan
EPS(KRW),-1046.0,532.0,1697.0,nan,235.0,388.0,761.0,nan
BPS(KRW),10535.0,11009.0,12528.0,nan,11389.0,11778.0,12528.0,nan
DPS(KRW),100.0,200.0,nan,nan,nan,nan,nan,nan
PER,nan,43.13,7.6,nan,nan,nan,nan,nan
PBR,3.86,2.08,1.03,nan,1.68,1.17,1.03,nan
Issued Shares,10714.0,10714.0,10714.0,nan,10714.0,10714.0,10714.0,nan
Div Yield,0.25,0.87,nan,nan,nan,nan,nan,nan
