계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,11609.0,12043.0,13539.0,15868.0,3076.0,3227.0,4004.0,3765.0
Operating Income,598.0,1059.0,1326.0,1585.0,295.0,368.0,337.0,365.0
Oper.Income(Rep.),598.0,1059.0,1326.0,nan,295.0,368.0,337.0,nan
Net Income,536.0,831.0,1243.0,1344.0,285.0,158.0,487.0,297.0
Net Income(Contr.),536.0,831.0,1243.0,1347.0,285.0,158.0,487.0,365.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,10180.0,10606.0,13589.0,14173.0,12289.0,12974.0,13589.0,nan
Total Liabilities,5003.0,4760.0,6635.0,5910.0,5921.0,6463.0,6635.0,nan
Total Equity,5177.0,5846.0,6954.0,8263.0,6368.0,6510.0,6954.0,nan
Net Income(Contr.),5177.0,5846.0,6954.0,8263.0,6368.0,6510.0,6954.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,146.0,146.0,146.0,146.0,146.0,146.0,146.0,nan
Total Debt/Equity,96.64,81.42,95.4,71.52,92.98,99.28,95.4,nan
Reserve Ratio,3458.03,3917.18,4677.87,nan,4275.4,4373.23,4677.87,nan
Oper.Income Margin,5.15,8.79,9.79,9.99,9.58,11.42,8.42,9.68
Net Income Margin,4.62,6.9,9.18,8.49,9.26,4.88,12.17,9.69
ROA,5.49,8.0,10.28,9.68,9.53,4.99,14.67,8.74
ROE,11.07,15.09,19.43,17.7,18.31,9.78,28.94,20.99
EPS(KRW),3678.0,5707.0,8535.0,9242.0,1956.0,1081.0,3343.0,2505.0
BPS(KRW),35580.0,40172.0,47779.0,56763.0,43754.0,44732.0,47779.0,nan
DPS(KRW),500.0,550.0,650.0,600.0,nan,nan,650.0,nan
PER,9.19,8.27,10.29,7.88,nan,nan,nan,nan
PBR,0.95,1.17,1.84,1.28,1.17,1.59,1.84,nan
Issued Shares,14569.0,14569.0,14569.0,nan,14569.0,14569.0,14569.0,nan
Div Yield,1.48,1.17,0.74,nan,nan,nan,0.74,nan
