계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,307.0,383.0,576.0,nan,137.0,141.0,175.0,nan
Operating Income,80.0,42.0,55.0,nan,6.0,10.0,22.0,nan
Oper.Income(Rep.),80.0,42.0,55.0,nan,6.0,10.0,22.0,nan
Net Income,60.0,77.0,6.0,nan,-32.0,17.0,8.0,nan
Net Income(Contr.),60.0,77.0,6.0,nan,-32.0,17.0,8.0,nan
Net Income(Minor.),0.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,236.0,316.0,509.0,nan,454.0,474.0,509.0,nan
Total Liabilities,39.0,44.0,87.0,nan,68.0,69.0,87.0,nan
Total Equity,197.0,273.0,422.0,nan,385.0,405.0,422.0,nan
Net Income(Contr.),197.0,273.0,422.0,nan,385.0,405.0,422.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,43.0,43.0,50.0,nan,48.0,48.0,50.0,nan
Total Debt/Equity,19.61,16.02,20.59,nan,17.73,16.92,20.59,nan
Reserve Ratio,379.99,556.61,758.83,nan,710.86,751.48,758.83,nan
Oper.Income Margin,26.04,10.89,9.61,nan,4.33,7.22,12.49,nan
Net Income Margin,19.56,20.21,1.05,nan,-23.8,11.94,4.29,nan
ROA,32.43,28.02,1.47,nan,-32.63,14.56,6.11,nan
ROE,38.06,32.93,1.75,nan,-38.58,17.09,7.26,nan
EPS(KRW),669.0,799.0,60.0,nan,-336.0,174.0,74.0,nan
BPS(KRW),2109.0,2885.0,4294.0,nan,4054.0,4257.0,4294.0,nan
DPS(KRW),nan,nan,150.0,nan,nan,nan,150.0,nan
PER,nan,nan,158.64,nan,nan,nan,nan,nan
PBR,nan,nan,2.23,nan,4.99,3.27,2.23,nan
Issued Shares,9682.0,9682.0,10090.0,nan,9682.0,9682.0,10090.0,nan
Div Yield,nan,nan,1.57,nan,nan,nan,1.57,nan
