계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,538.0,457.0,389.0,nan,nan,nan,nan,nan
Operating Income,-25.0,-35.0,2.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-25.0,-35.0,2.0,nan,nan,nan,0.0,nan
Net Income,2.0,-3.0,23.0,nan,nan,nan,nan,nan
Net Income(Contr.),2.0,-3.0,23.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1230.0,1195.0,1184.0,nan,nan,nan,1184.0,nan
Total Liabilities,63.0,73.0,73.0,nan,nan,nan,73.0,nan
Total Equity,1167.0,1123.0,1111.0,nan,nan,nan,1111.0,nan
Net Income(Contr.),1167.0,1123.0,1111.0,nan,nan,nan,1111.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,99.0,99.0,99.0,nan,nan,nan,99.0,nan
Total Debt/Equity,5.36,6.47,6.59,nan,nan,nan,6.59,nan
Reserve Ratio,1129.9,1118.57,1138.24,nan,nan,nan,1138.24,nan
Oper.Income Margin,-4.65,-7.76,0.59,nan,nan,nan,nan,nan
Net Income Margin,0.37,-0.66,6.02,nan,nan,nan,nan,nan
ROA,0.15,-0.25,1.97,nan,nan,nan,nan,nan
ROE,0.17,-0.26,2.09,nan,nan,nan,nan,nan
EPS(KRW),10.0,-15.0,118.0,nan,nan,nan,0.0,nan
BPS(KRW),6150.0,6093.0,6191.0,nan,nan,nan,6191.0,nan
DPS(KRW),20.0,20.0,nan,nan,nan,nan,nan,nan
PER,347.55,nan,27.49,nan,nan,nan,nan,nan
PBR,0.57,0.53,0.52,nan,nan,nan,0.52,nan
Issued Shares,19791.0,19791.0,19791.0,nan,nan,nan,19791.0,nan
Div Yield,0.57,0.62,nan,nan,nan,nan,nan,nan
