계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5258.0,13488.0,15368.0,17344.0,3259.0,3949.0,3931.0,4402.0
Operating Income,-1039.0,1394.0,-123.0,500.0,-215.0,-60.0,-609.0,378.0
Oper.Income(Rep.),-1039.0,1394.0,-123.0,nan,-215.0,-60.0,-609.0,nan
Net Income,-1187.0,991.0,-659.0,242.0,-248.0,-22.0,-869.0,320.0
Net Income(Contr.),-1187.0,991.0,-659.0,242.0,-248.0,-22.0,-869.0,279.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,10425.0,12839.0,15625.0,15796.0,14293.0,14247.0,15625.0,nan
Total Liabilities,9831.0,11267.0,14802.0,14422.0,12546.0,12549.0,14802.0,nan
Total Equity,594.0,1571.0,823.0,1374.0,1747.0,1698.0,823.0,nan
Net Income(Contr.),594.0,1571.0,823.0,1374.0,1747.0,1698.0,823.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,961.0,1052.0,1077.0,1080.0,1077.0,1077.0,1077.0,nan
Total Debt/Equity,1654.96,717.01,1798.9,1049.36,718.26,738.96,1798.9,nan
Reserve Ratio,nan,50.53,nan,nan,63.28,58.77,nan,nan
Oper.Income Margin,-19.77,10.34,-0.8,2.88,-6.61,-1.51,-15.49,8.59
Net Income Margin,-22.57,7.35,-4.29,1.39,-7.6,-0.55,-22.11,6.34
ROA,-13.35,8.52,-4.63,1.54,-7.06,-0.61,-23.28,8.19
ROE,-222.35,91.56,-55.03,22.0,-52.67,-5.06,-275.79,135.63
EPS(KRW),-661.0,474.0,-307.0,112.0,-115.0,-10.0,-404.0,130.0
BPS(KRW),315.0,753.0,387.0,644.0,816.0,794.0,387.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,5.05,nan,19.25,nan,nan,nan,nan
PBR,7.85,3.18,6.19,3.36,3.0,3.87,6.19,nan
Issued Shares,160330.0,200772.0,215379.0,nan,215379.0,215379.0,215379.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
