계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1509.0,1344.0,1238.0,nan,nan,nan,nan,nan
Operating Income,64.0,24.0,-15.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),64.0,24.0,-15.0,nan,nan,nan,0.0,nan
Net Income,334.0,104.0,-25.0,nan,nan,nan,nan,nan
Net Income(Contr.),334.0,104.0,-25.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,8368.0,8609.0,8206.0,nan,nan,nan,8206.0,nan
Total Liabilities,1228.0,1438.0,1298.0,nan,nan,nan,1298.0,nan
Total Equity,7140.0,7171.0,6908.0,nan,nan,nan,6908.0,nan
Net Income(Contr.),7140.0,7171.0,6908.0,nan,nan,nan,6908.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,66.0,66.0,66.0,nan,nan,nan,66.0,nan
Total Debt/Equity,17.2,20.05,18.8,nan,nan,nan,18.8,nan
Reserve Ratio,10819.82,10866.99,10544.66,nan,nan,nan,10544.66,nan
Oper.Income Margin,4.23,1.78,-1.25,nan,nan,nan,nan,nan
Net Income Margin,22.17,7.76,-2.02,nan,nan,nan,nan,nan
ROA,3.83,1.23,-0.3,nan,nan,nan,nan,nan
ROE,4.59,1.46,-0.35,nan,nan,nan,nan,nan
EPS(KRW),25180.0,7852.0,-1878.0,nan,nan,nan,0.0,nan
BPS(KRW),545991.0,548349.0,532233.0,nan,nan,nan,532233.0,nan
DPS(KRW),750.0,750.0,750.0,nan,nan,nan,750.0,nan
PER,4.65,13.46,nan,nan,nan,nan,nan,nan
PBR,0.21,0.19,0.2,nan,nan,nan,0.2,nan
Issued Shares,1328.0,1328.0,1328.0,nan,nan,nan,1328.0,nan
Div Yield,0.64,0.71,0.72,nan,nan,nan,0.72,nan
