계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Interest Income,146545.0,206416.0,220133.0,215861.0,54184.0,55289.0,55966.0,nan
Operating Income,44305.0,34990.0,42552.0,41704.0,12533.0,11770.0,6742.0,8678.0
Oper.Income(Rep.),44305.0,34990.0,42552.0,nan,12533.0,11770.0,6742.0,8678.0
Net Income,33240.0,26269.0,31715.0,31283.0,9615.0,9170.0,4541.0,6535.0
Net Income(Contr.),31417.0,25063.0,30860.0,30072.0,9315.0,9044.0,4261.0,6156.0
Net Income(Minor.),1823.0,1206.0,855.0,nan,300.0,126.0,279.0,nan
Total Assets,4804744.0,4980049.0,5257533.0,5493600.0,5087812.0,5437052.0,5257533.0,nan
Total Liabilities,4488471.0,4646074.0,4898581.0,5093135.0,4736336.0,5075028.0,4898581.0,nan
Total Equity,316273.0,333975.0,358953.0,369271.0,351476.0,362024.0,358953.0,nan
Net Income(Contr.),287619.0,316669.0,340968.0,355596.0,334666.0,337529.0,340968.0,nan
Net Income(Minor.),28654.0,17306.0,17984.0,13675.0,16810.0,24495.0,17984.0,nan
Capital Stock,36403.0,38027.0,38027.0,37948.0,38027.0,38027.0,38027.0,nan
Total Debt/Equity,1419.17,1391.14,1364.69,1379.24,1347.56,1401.85,1364.69,nan
Reserve Ratio,690.2,733.79,797.59,nan,781.01,788.54,797.59,nan
Oper.Income Margin,10.46,8.33,9.13,19.32,11.52,15.86,4.36,nan
Net Income Margin,7.41,5.97,6.62,13.93,8.56,12.19,2.75,nan
ROA,0.72,0.54,0.62,0.58,0.76,0.7,0.34,nan
ROE,11.51,8.3,9.39,8.63,11.34,10.76,5.02,nan
EPS(KRW),4315.0,3389.0,4144.0,4050.0,1254.0,1218.0,574.0,829.0
BPS(KRW),39510.0,42165.0,45964.0,47934.0,45115.0,45501.0,45964.0,nan
DPS(KRW),1130.0,1000.0,1200.0,1240.0,180.0,180.0,660.0,200.0
PER,2.68,3.84,3.71,4.15,nan,nan,nan,nan
PBR,0.29,0.31,0.33,0.35,0.33,0.34,0.33,nan
Issued Shares,728061.0,751949.0,742592.0,nan,742592.0,742592.0,742592.0,nan
Div Yield,9.78,7.69,7.81,nan,1.23,1.16,4.29,nan
