계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,986.0,789.0,1042.0,nan,256.0,233.0,323.0,nan
Operating Income,88.0,54.0,160.0,nan,40.0,32.0,49.0,nan
Oper.Income(Rep.),88.0,54.0,160.0,nan,40.0,32.0,49.0,nan
Net Income,81.0,716.0,137.0,nan,36.0,26.0,33.0,nan
Net Income(Contr.),82.0,717.0,137.0,nan,36.0,26.0,33.0,nan
Net Income(Minor.),-1.0,-1.0,nan,nan,nan,nan,nan,nan
Total Assets,1789.0,2216.0,2083.0,nan,2164.0,2053.0,2083.0,nan
Total Liabilities,817.0,593.0,366.0,nan,509.0,373.0,366.0,nan
Total Equity,972.0,1623.0,1717.0,nan,1655.0,1680.0,1717.0,nan
Net Income(Contr.),974.0,1623.0,1717.0,nan,1655.0,1680.0,1717.0,nan
Net Income(Minor.),-2.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,88.0,88.0,88.0,nan,88.0,88.0,88.0,nan
Total Debt/Equity,84.07,36.56,21.29,nan,30.73,22.2,21.29,nan
Reserve Ratio,1034.37,1798.36,1905.77,nan,1835.33,1864.04,1905.77,nan
Oper.Income Margin,8.94,6.8,15.31,nan,15.5,13.7,15.17,nan
Net Income Margin,8.3,90.79,13.16,nan,14.06,11.09,10.14,nan
ROA,4.51,35.77,6.38,nan,6.58,4.9,6.33,nan
ROE,8.57,55.21,8.22,nan,8.79,6.19,7.7,nan
EPS(KRW),465.0,4130.0,802.0,nan,210.0,151.0,191.0,nan
BPS(KRW),5672.0,9773.0,10326.0,nan,9964.0,10112.0,10326.0,nan
DPS(KRW),100.0,300.0,300.0,nan,nan,nan,300.0,nan
PER,12.45,1.61,10.16,nan,nan,nan,nan,nan
PBR,1.02,0.68,0.79,nan,0.71,0.65,0.79,nan
Issued Shares,17617.0,17110.0,17110.0,nan,17110.0,17110.0,17110.0,nan
Div Yield,1.73,4.52,3.68,nan,nan,nan,3.68,nan
