계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Net Operating Revenue,90.0,135.0,262.0,nan,nan,nan,nan,nan
Operating Income,-29.0,-4.0,122.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-29.0,-4.0,122.0,nan,nan,nan,0.0,nan
Net Income,42.0,73.0,178.0,nan,nan,nan,nan,nan
Net Income(Contr.),42.0,73.0,178.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,6893.0,8030.0,7714.0,nan,nan,nan,7714.0,nan
Total Liabilities,1910.0,2969.0,2601.0,nan,nan,nan,2601.0,nan
Total Equity,4984.0,5061.0,5112.0,nan,nan,nan,5112.0,nan
Net Income(Contr.),4984.0,5061.0,5112.0,nan,nan,nan,5112.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,742.0,742.0,742.0,nan,nan,nan,742.0,nan
Total Debt/Equity,38.32,58.67,50.88,nan,nan,nan,50.88,nan
Reserve Ratio,619.01,629.36,636.34,nan,nan,nan,636.34,nan
Oper.Income Margin,-13.07,-1.33,32.4,nan,nan,nan,nan,nan
Net Income Margin,19.02,22.7,47.21,nan,nan,nan,nan,nan
ROA,0.59,0.98,2.26,nan,nan,nan,nan,nan
ROE,0.85,1.46,3.5,nan,nan,nan,nan,nan
EPS(KRW),57.0,99.0,240.0,nan,nan,nan,0.0,nan
BPS(KRW),7190.0,7294.0,7363.0,nan,nan,nan,7363.0,nan
DPS(KRW),110.0,120.0,160.0,nan,nan,nan,160.0,nan
PER,39.42,24.01,9.16,nan,nan,nan,nan,nan
PBR,0.31,0.33,0.3,nan,nan,nan,0.3,nan
Issued Shares,56702.0,56702.0,56702.0,nan,nan,nan,56702.0,nan
Div Yield,4.93,5.05,7.29,nan,nan,nan,7.29,nan
