계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,540.0,386.0,629.0,nan,141.0,161.0,198.0,215.0
Operating Income,26.0,-76.0,41.0,nan,2.0,7.0,44.0,nan
Oper.Income(Rep.),26.0,-76.0,41.0,nan,2.0,7.0,44.0,nan
Net Income,437.0,-24.0,55.0,nan,4.0,17.0,38.0,nan
Net Income(Contr.),437.0,-24.0,55.0,nan,4.0,17.0,38.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2182.0,1962.0,2076.0,nan,1975.0,1993.0,2076.0,nan
Total Liabilities,260.0,101.0,151.0,nan,107.0,107.0,151.0,nan
Total Equity,1922.0,1862.0,1925.0,nan,1867.0,1886.0,1925.0,nan
Net Income(Contr.),1917.0,1854.0,1917.0,nan,1859.0,1878.0,1917.0,nan
Net Income(Minor.),5.0,7.0,8.0,nan,8.0,8.0,8.0,nan
Capital Stock,51.0,51.0,51.0,nan,51.0,51.0,51.0,nan
Total Debt/Equity,13.54,5.42,7.85,nan,5.75,5.66,7.85,nan
Reserve Ratio,3756.43,3624.19,3746.87,nan,3633.99,3670.84,3746.87,nan
Oper.Income Margin,4.73,-19.76,6.55,nan,1.28,4.4,22.41,nan
Net Income Margin,80.93,-6.11,8.77,nan,2.54,10.55,19.07,nan
ROA,22.92,-1.14,2.73,nan,0.73,3.41,7.42,nan
ROE,25.72,-1.25,2.93,nan,0.77,3.62,7.96,nan
EPS(KRW),4287.0,-231.0,541.0,nan,35.0,166.0,370.0,nan
BPS(KRW),19282.0,18621.0,19234.0,nan,18670.0,18854.0,19234.0,nan
DPS(KRW),455.0,nan,150.0,nan,nan,nan,150.0,nan
PER,2.52,nan,15.41,nan,nan,nan,nan,nan
PBR,0.56,0.48,0.43,nan,0.49,0.4,0.43,nan
Issued Shares,10193.0,10193.0,10193.0,nan,10193.0,10193.0,10193.0,nan
Div Yield,4.21,nan,1.8,nan,nan,nan,1.8,nan
