계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1293.0,1531.0,1593.0,1802.0,381.0,394.0,447.0,420.0
Operating Income,128.0,126.0,133.0,168.0,36.0,41.0,15.0,38.0
Oper.Income(Rep.),128.0,126.0,133.0,nan,36.0,41.0,15.0,nan
Net Income,120.0,109.0,90.0,147.0,40.0,40.0,-21.0,35.0
Net Income(Contr.),140.0,113.0,97.0,151.0,41.0,42.0,-19.0,34.0
Net Income(Minor.),-20.0,-4.0,-7.0,nan,-1.0,-2.0,-2.0,nan
Total Assets,3366.0,3767.0,4516.0,5115.0,4322.0,4403.0,4516.0,nan
Total Liabilities,1932.0,2315.0,3002.0,3562.0,2825.0,2865.0,3002.0,nan
Total Equity,1434.0,1451.0,1514.0,1553.0,1497.0,1538.0,1514.0,nan
Net Income(Contr.),1353.0,1374.0,1439.0,1482.0,1424.0,1466.0,1439.0,nan
Net Income(Minor.),81.0,77.0,74.0,71.0,74.0,72.0,74.0,nan
Capital Stock,47.0,47.0,47.0,48.0,47.0,47.0,47.0,nan
Total Debt/Equity,134.79,159.51,198.34,229.41,188.65,186.35,198.34,nan
Reserve Ratio,3247.95,3384.64,3517.04,nan,3483.87,3573.47,3517.04,nan
Oper.Income Margin,9.94,8.21,8.34,9.3,9.38,10.5,3.45,8.97
Net Income Margin,10.83,7.37,6.09,8.36,10.81,10.53,-4.31,8.17
ROA,3.86,3.05,2.17,3.06,3.91,3.62,-1.9,3.1
ROE,10.39,8.28,6.9,10.32,11.73,11.5,-5.31,9.54
EPS(KRW),1481.0,1194.0,1027.0,1594.0,435.0,439.0,-204.0,363.0
BPS(KRW),16740.0,17423.0,18085.0,18534.0,17919.0,18367.0,18085.0,nan
DPS(KRW),500.0,350.0,350.0,387.0,nan,nan,350.0,nan
PER,13.03,22.36,14.3,8.75,nan,nan,nan,nan
PBR,1.15,1.53,0.81,0.75,1.24,0.93,0.81,nan
Issued Shares,9453.0,9453.0,9453.0,nan,9453.0,9453.0,9453.0,nan
Div Yield,2.59,1.31,2.38,nan,nan,nan,2.38,nan
