계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,417.0,477.0,295.0,nan,nan,nan,nan,nan
Operating Income,5.0,32.0,20.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),5.0,32.0,20.0,nan,nan,nan,0.0,nan
Net Income,8.0,28.0,20.0,nan,nan,nan,nan,nan
Net Income(Contr.),8.0,28.0,20.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,390.0,265.0,239.0,nan,nan,nan,239.0,nan
Total Liabilities,208.0,71.0,50.0,nan,nan,nan,50.0,nan
Total Equity,183.0,194.0,189.0,nan,nan,nan,189.0,nan
Net Income(Contr.),183.0,194.0,189.0,nan,nan,nan,189.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,60.0,60.0,60.0,nan,nan,nan,60.0,nan
Total Debt/Equity,113.57,36.6,26.47,nan,nan,nan,26.47,nan
Reserve Ratio,204.69,223.79,214.64,nan,nan,nan,214.64,nan
Oper.Income Margin,1.31,6.61,6.71,nan,nan,nan,nan,nan
Net Income Margin,1.99,5.8,6.77,nan,nan,nan,nan,nan
ROA,2.3,8.45,7.93,nan,nan,nan,nan,nan
ROE,4.27,14.69,10.44,nan,nan,nan,nan,nan
EPS(KRW),69.0,231.0,167.0,nan,nan,nan,0.0,nan
BPS(KRW),1523.0,1619.0,1573.0,nan,nan,nan,1573.0,nan
DPS(KRW),140.0,180.0,180.0,nan,nan,nan,180.0,nan
PER,75.85,29.99,86.14,nan,nan,nan,nan,nan
PBR,3.44,4.27,9.12,nan,nan,nan,9.12,nan
Issued Shares,12000.0,12000.0,12000.0,nan,nan,nan,12000.0,nan
Div Yield,2.67,2.6,1.25,nan,nan,nan,1.25,nan
