계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,28233.0,30241.0,23550.0,25897.0,6068.0,5414.0,6480.0,6185.0
Operating Income,2094.0,1068.0,1896.0,1792.0,681.0,442.0,262.0,176.0
Oper.Income(Rep.),2094.0,1068.0,1896.0,nan,681.0,442.0,262.0,176.0
Net Income,1484.0,172.0,359.0,664.0,301.0,112.0,-282.0,-23.0
Net Income(Contr.),1128.0,421.0,650.0,613.0,331.0,173.0,-81.0,-28.0
Net Income(Minor.),356.0,-250.0,-291.0,nan,-30.0,-60.0,-202.0,nan
Total Assets,30544.0,29675.0,34363.0,35099.0,33550.0,34327.0,34363.0,nan
Total Liabilities,21879.0,20987.0,25481.0,25768.0,24474.0,25142.0,25481.0,nan
Total Equity,8665.0,8688.0,8882.0,9331.0,9076.0,9185.0,8882.0,nan
Net Income(Contr.),6941.0,7193.0,7576.0,7886.0,7504.0,7675.0,7576.0,nan
Net Income(Minor.),1724.0,1495.0,1306.0,1446.0,1572.0,1510.0,1306.0,nan
Capital Stock,734.0,734.0,734.0,732.0,734.0,734.0,734.0,nan
Total Debt/Equity,252.5,241.57,286.87,276.15,269.64,273.72,286.87,nan
Reserve Ratio,886.85,880.27,932.5,nan,922.69,945.99,932.5,nan
Oper.Income Margin,7.42,3.53,8.05,6.92,11.22,8.16,4.04,nan
Net Income Margin,4.0,1.39,2.76,2.37,5.45,3.19,-1.25,-0.37
ROA,5.26,0.57,1.12,1.91,3.62,1.33,-3.29,nan
ROE,17.44,5.96,8.8,7.92,18.02,9.12,-4.23,nan
EPS(KRW),7686.0,2879.0,4512.0,4251.0,2294.0,1200.0,-560.0,-194.0
BPS(KRW),49343.0,49924.0,52584.0,54731.0,52084.0,53271.0,52584.0,nan
DPS(KRW),1700.0,1700.0,1700.0,1700.0,nan,nan,1700.0,nan
PER,4.03,9.48,5.47,5.46,nan,nan,nan,nan
PBR,0.63,0.55,0.47,0.42,0.48,0.53,0.47,nan
Issued Shares,14677.0,14409.0,14409.0,nan,14409.0,14409.0,14409.0,nan
Div Yield,5.49,6.23,6.88,nan,nan,nan,6.88,nan
