계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,37880.0,44797.0,44883.0,nan,11324.0,11247.0,10378.0,nan
Operating Income,-218.0,2791.0,1303.0,nan,229.0,569.0,-459.0,nan
Oper.Income(Rep.),-218.0,2791.0,1303.0,nan,229.0,569.0,-459.0,nan
Net Income,-1249.0,1304.0,-166.0,nan,-142.0,295.0,-744.0,nan
Net Income(Contr.),-637.0,344.0,-291.0,nan,-89.0,88.0,-458.0,nan
Net Income(Minor.),-611.0,960.0,125.0,nan,-53.0,207.0,-286.0,nan
Total Assets,49854.0,53150.0,53369.0,nan,55730.0,52553.0,53369.0,nan
Total Liabilities,37220.0,40207.0,40918.0,nan,42717.0,39303.0,40918.0,nan
Total Equity,12634.0,12943.0,12450.0,nan,13014.0,13249.0,12450.0,nan
Net Income(Contr.),5377.0,5784.0,5257.0,nan,5852.0,5929.0,5257.0,nan
Net Income(Minor.),7257.0,7158.0,7194.0,nan,7161.0,7320.0,7194.0,nan
Capital Stock,662.0,662.0,662.0,nan,662.0,662.0,662.0,nan
Total Debt/Equity,294.61,310.66,328.65,nan,328.25,296.65,328.65,nan
Reserve Ratio,720.48,782.0,702.37,nan,792.26,803.89,702.37,nan
Oper.Income Margin,-0.58,6.23,2.9,nan,2.03,5.06,-4.43,nan
Net Income Margin,-1.68,0.77,-0.65,nan,-0.78,0.78,-4.41,nan
ROA,-2.62,2.53,-0.31,nan,-1.02,2.18,-5.62,nan
ROE,-11.21,6.17,-5.28,nan,-6.03,5.96,-32.76,nan
EPS(KRW),-4811.0,2600.0,-2199.0,nan,-671.0,663.0,-3457.0,nan
BPS(KRW),41024.0,44100.0,40119.0,nan,44613.0,45195.0,40119.0,nan
DPS(KRW),200.0,200.0,400.0,nan,nan,nan,400.0,nan
PER,nan,6.58,nan,nan,nan,nan,nan,nan
PBR,0.42,0.39,0.24,nan,0.32,0.29,0.24,nan
Issued Shares,13248.0,13248.0,13248.0,nan,13248.0,13248.0,13248.0,nan
Div Yield,1.16,1.17,4.15,nan,nan,nan,4.15,nan
