계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,nan,24030.0,22580.0,nan,5591.0,5844.0,6085.0,nan
Operating Income,nan,410.0,176.0,nan,79.0,24.0,75.0,nan
Oper.Income(Rep.),nan,410.0,176.0,nan,79.0,24.0,75.0,nan
Net Income,nan,126.0,-125.0,nan,22.0,-6.0,-86.0,nan
Net Income(Contr.),nan,127.0,-125.0,nan,22.0,-6.0,-86.0,nan
Net Income(Minor.),nan,-1.0,-1.0,nan,-0.0,0.0,-0.0,nan
Total Assets,nan,8043.0,9607.0,nan,8369.0,8627.0,9607.0,nan
Total Liabilities,nan,6138.0,7080.0,nan,6524.0,6789.0,7080.0,nan
Total Equity,nan,1905.0,2527.0,nan,1845.0,1838.0,2527.0,nan
Net Income(Contr.),nan,1903.0,2526.0,nan,1843.0,1837.0,2526.0,nan
Net Income(Minor.),nan,2.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,nan,326.0,326.0,nan,326.0,326.0,326.0,nan
Total Debt/Equity,nan,322.17,280.2,nan,353.69,369.39,280.2,nan
Reserve Ratio,nan,508.09,699.01,nan,489.65,487.78,699.01,nan
Oper.Income Margin,nan,1.7,0.78,nan,1.42,0.41,1.23,nan
Net Income Margin,nan,0.53,-0.55,nan,0.39,-0.11,-1.41,nan
ROA,nan,nan,-1.42,nan,1.01,-0.3,-3.78,nan
ROE,nan,nan,-5.62,nan,4.78,-1.41,-15.71,nan
EPS(KRW),nan,194.0,-191.0,nan,34.0,-10.0,-131.0,nan
BPS(KRW),nan,3040.0,3995.0,nan,2948.0,2939.0,3995.0,nan
DPS(KRW),nan,40.0,70.0,nan,nan,30.0,40.0,nan
PER,nan,15.56,nan,nan,nan,nan,nan,nan
PBR,nan,0.99,0.59,nan,1.06,0.81,0.59,nan
Issued Shares,nan,62777.0,62777.0,nan,62777.0,62777.0,62777.0,nan
Div Yield,nan,1.32,2.98,nan,nan,1.25,1.7,nan
