계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,519063.0,592544.0,572370.0,607227.0,146553.0,140018.0,147107.0,147520.0
Operating Income,20265.0,22953.0,30735.0,35124.0,6361.0,9086.0,9861.0,7767.0
Oper.Income(Rep.),20265.0,22953.0,30735.0,nan,6361.0,9086.0,9861.0,7767.0
Net Income,24872.0,34233.0,40602.0,43265.0,9977.0,9212.0,12789.0,10317.0
Net Income(Contr.),24853.0,34226.0,40556.0,43231.0,9962.0,9197.0,12786.0,10310.0
Net Income(Minor.),20.0,7.0,45.0,nan,14.0,16.0,3.0,nan
Total Assets,554067.0,585858.0,665969.0,700180.0,626038.0,622254.0,665969.0,nan
Total Liabilities,175991.0,179305.0,204787.0,209125.0,198394.0,189285.0,204787.0,nan
Total Equity,378076.0,406553.0,461182.0,491056.0,427645.0,432969.0,461182.0,nan
Net Income(Contr.),377992.0,406344.0,460809.0,491377.0,427298.0,432604.0,460809.0,nan
Net Income(Minor.),84.0,209.0,373.0,-321.0,347.0,365.0,373.0,nan
Capital Stock,4911.0,4911.0,4911.0,4899.0,4911.0,4911.0,4911.0,nan
Total Debt/Equity,46.55,44.1,44.4,42.59,46.39,43.72,44.4,nan
Reserve Ratio,7712.67,8313.09,9399.73,nan,8739.76,8832.26,9399.73,nan
Oper.Income Margin,3.9,3.87,5.37,5.78,4.34,6.49,6.7,nan
Net Income Margin,4.79,5.78,7.09,7.12,6.8,6.57,8.69,6.99
ROA,4.65,6.01,6.49,6.33,6.47,5.9,7.94,nan
ROE,6.8,8.73,9.35,9.08,9.47,8.56,11.45,nan
EPS(KRW),26301.0,36340.0,43480.0,46485.0,10660.0,9889.0,13748.0,11086.0
BPS(KRW),406916.0,441136.0,501648.0,534517.0,466797.0,471682.0,501648.0,nan
DPS(KRW),4000.0,4500.0,6000.0,7663.0,1000.0,nan,5000.0,nan
PER,7.62,6.52,5.44,5.4,nan,nan,nan,nan
PBR,0.49,0.54,0.47,0.47,0.54,0.46,0.47,nan
Issued Shares,94285.0,93655.0,92995.0,nan,92995.0,92995.0,92995.0,nan
Div Yield,2.0,1.9,2.54,nan,0.4,nan,2.11,nan
