계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,nan,12888.0,22153.0,nan,5665.0,5887.0,5198.0,5388.0
Operating Income,nan,575.0,1105.0,nan,336.0,177.0,204.0,102.0
Oper.Income(Rep.),nan,575.0,1105.0,nan,336.0,177.0,204.0,102.0
Net Income,nan,522.0,897.0,nan,248.0,139.0,125.0,-174.0
Net Income(Contr.),nan,522.0,960.0,nan,263.0,143.0,175.0,-158.0
Net Income(Minor.),nan,nan,-64.0,nan,-15.0,-4.0,-51.0,nan
Total Assets,nan,19905.0,22830.0,nan,23056.0,22596.0,22830.0,nan
Total Liabilities,nan,10069.0,10414.0,nan,10906.0,10319.0,10414.0,nan
Total Equity,nan,9835.0,12416.0,nan,12150.0,12277.0,12416.0,nan
Net Income(Contr.),nan,9835.0,12077.0,nan,11793.0,11928.0,12077.0,nan
Net Income(Minor.),nan,0.0,339.0,nan,356.0,349.0,339.0,nan
Capital Stock,nan,372.0,448.0,nan,448.0,448.0,448.0,nan
Total Debt/Equity,nan,102.38,83.88,nan,89.77,84.05,83.88,nan
Reserve Ratio,nan,2557.64,2598.04,nan,2534.61,2564.64,2598.04,nan
Oper.Income Margin,nan,4.46,4.99,nan,5.92,3.01,3.92,nan
Net Income Margin,nan,4.05,4.34,nan,4.65,2.43,3.38,-3.22
ROA,nan,nan,4.2,nan,4.3,2.44,2.19,nan
ROE,nan,nan,8.77,nan,9.04,4.83,5.85,nan
EPS(KRW),nan,7020.0,10841.0,nan,2939.0,1600.0,1960.0,-1760.0
BPS(KRW),nan,132882.0,134902.0,nan,131730.0,133232.0,134902.0,nan
DPS(KRW),nan,2000.0,2200.0,nan,nan,nan,2200.0,nan
PER,nan,15.86,5.4,nan,nan,nan,nan,nan
PBR,nan,0.84,0.43,nan,0.78,0.61,0.43,nan
Issued Shares,nan,7437.0,8953.0,nan,8953.0,8953.0,8953.0,nan
Div Yield,nan,1.8,3.76,nan,nan,nan,3.76,nan
