계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,601.0,682.0,602.0,nan,153.0,150.0,151.0,nan
Operating Income,122.0,169.0,114.0,nan,28.0,26.0,23.0,nan
Oper.Income(Rep.),122.0,169.0,114.0,nan,28.0,26.0,23.0,nan
Net Income,106.0,155.0,126.0,nan,30.0,23.0,34.0,nan
Net Income(Contr.),104.0,150.0,122.0,nan,29.0,23.0,31.0,nan
Net Income(Minor.),2.0,5.0,4.0,nan,1.0,-0.0,2.0,nan
Total Assets,1325.0,1466.0,1568.0,nan,1497.0,1506.0,1568.0,nan
Total Liabilities,75.0,89.0,78.0,nan,76.0,66.0,78.0,nan
Total Equity,1250.0,1377.0,1491.0,nan,1422.0,1440.0,1491.0,nan
Net Income(Contr.),1230.0,1352.0,1461.0,nan,1394.0,1413.0,1461.0,nan
Net Income(Minor.),20.0,25.0,29.0,nan,28.0,27.0,29.0,nan
Capital Stock,44.0,44.0,44.0,nan,44.0,44.0,44.0,nan
Total Debt/Equity,5.96,6.48,5.22,nan,5.32,4.59,5.22,nan
Reserve Ratio,2732.21,3009.65,3259.9,nan,3106.27,3149.92,3259.9,nan
Oper.Income Margin,20.27,24.79,18.91,nan,18.15,17.53,15.52,nan
Net Income Margin,17.31,21.92,20.22,nan,19.27,15.5,20.85,nan
ROA,8.27,11.09,8.29,nan,8.08,6.08,8.76,nan
ROE,8.78,11.59,8.65,nan,8.55,6.62,8.74,nan
EPS(KRW),238.0,341.0,278.0,nan,67.0,53.0,72.0,nan
BPS(KRW),2832.0,3110.0,3360.0,nan,3206.0,3250.0,3360.0,nan
DPS(KRW),60.0,70.0,60.0,nan,nan,nan,60.0,nan
PER,12.29,8.38,8.88,nan,nan,nan,nan,nan
PBR,1.03,0.92,0.73,nan,0.87,0.83,0.73,nan
Issued Shares,43800.0,43800.0,43800.0,nan,43800.0,43800.0,43800.0,nan
Div Yield,2.05,2.45,2.43,nan,nan,nan,2.43,nan
