계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,822.0,939.0,991.0,nan,249.0,247.0,267.0,nan
Operating Income,30.0,30.0,10.0,nan,3.0,1.0,5.0,nan
Oper.Income(Rep.),30.0,30.0,10.0,nan,3.0,1.0,5.0,nan
Net Income,-4.0,65.0,27.0,nan,60.0,-27.0,-28.0,nan
Net Income(Contr.),-4.0,65.0,27.0,nan,60.0,-27.0,-28.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2133.0,2421.0,3034.0,nan,2573.0,3047.0,3034.0,nan
Total Liabilities,283.0,519.0,1139.0,nan,586.0,1087.0,1139.0,nan
Total Equity,1850.0,1902.0,1895.0,nan,1987.0,1960.0,1895.0,nan
Net Income(Contr.),1850.0,1902.0,1895.0,nan,1987.0,1960.0,1895.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,694.0,694.0,694.0,nan,694.0,694.0,694.0,nan
Total Debt/Equity,15.31,27.26,60.09,nan,29.47,55.45,60.09,nan
Reserve Ratio,166.33,173.93,172.93,nan,186.12,182.28,172.93,nan
Oper.Income Margin,3.63,3.23,1.03,nan,1.27,0.54,1.72,nan
Net Income Margin,-0.47,6.87,2.72,nan,24.07,-10.85,-10.66,nan
ROA,-0.19,2.84,0.99,nan,9.48,-3.82,-3.75,nan
ROE,-0.21,3.44,1.42,nan,12.23,-5.43,-5.91,nan
EPS(KRW),-3.0,46.0,19.0,nan,43.0,-19.0,-21.0,nan
BPS(KRW),1332.0,1370.0,1365.0,nan,1431.0,1411.0,1365.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,51.85,91.13,nan,nan,nan,nan,nan
PBR,1.61,1.76,1.3,nan,1.49,1.54,1.3,nan
Issued Shares,138892.0,138892.0,138892.0,nan,138892.0,138892.0,138892.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
