계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4771.0,1786.0,1658.0,nan,1343.0,1156.0,-1685.0,nan
Operating Income,-114.0,-353.0,-55.0,nan,98.0,59.0,-202.0,nan
Oper.Income(Rep.),-114.0,-353.0,-55.0,nan,98.0,59.0,-202.0,nan
Net Income,-83.0,-303.0,-398.0,nan,32.0,32.0,-424.0,nan
Net Income(Contr.),-78.0,-302.0,-402.0,nan,30.0,25.0,-417.0,nan
Net Income(Minor.),-5.0,-1.0,5.0,nan,2.0,7.0,-7.0,nan
Total Assets,5030.0,4726.0,3108.0,nan,5022.0,4817.0,3108.0,nan
Total Liabilities,2230.0,2233.0,1233.0,nan,2533.0,2297.0,1233.0,nan
Total Equity,2800.0,2493.0,1874.0,nan,2489.0,2521.0,1874.0,nan
Net Income(Contr.),2584.0,2278.0,1874.0,nan,2269.0,2294.0,1874.0,nan
Net Income(Minor.),216.0,215.0,0.0,nan,220.0,227.0,0.0,nan
Capital Stock,286.0,286.0,286.0,nan,286.0,286.0,286.0,nan
Total Debt/Equity,79.63,89.54,65.8,nan,101.79,91.12,65.8,nan
Reserve Ratio,850.47,743.25,601.96,nan,740.15,748.84,601.96,nan
Oper.Income Margin,-2.39,-19.75,-3.34,nan,7.28,5.07,12.01,nan
Net Income Margin,-1.64,-16.92,-24.26,nan,2.2,2.16,24.77,nan
ROA,-1.75,-6.2,-10.15,nan,2.55,2.61,-42.8,nan
ROE,-2.96,-12.43,-19.37,nan,5.24,4.38,-80.1,nan
EPS(KRW),-137.0,-529.0,-704.0,nan,52.0,44.0,-730.0,nan
BPS(KRW),4752.0,4216.0,3510.0,nan,4201.0,4244.0,3510.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.96,0.73,0.69,nan,0.7,0.68,0.69,nan
Issued Shares,57143.0,57143.0,57143.0,nan,57143.0,57143.0,57143.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
