계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,2029.0,3220.0,2943.0,4762.0,673.0,697.0,957.0,1153.0
Operating Income,36.0,208.0,222.0,500.0,50.0,52.0,90.0,129.0
Oper.Income(Rep.),36.0,208.0,222.0,nan,50.0,52.0,90.0,129.0
Net Income,188.0,227.0,346.0,502.0,83.0,-23.0,203.0,84.0
Net Income(Contr.),188.0,227.0,346.0,502.0,83.0,-23.0,203.0,84.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,4298.0,4232.0,5166.0,6833.0,4276.0,4235.0,5166.0,nan
Total Liabilities,1706.0,1471.0,2103.0,3353.0,1368.0,1392.0,2103.0,nan
Total Equity,2591.0,2760.0,3063.0,3480.0,2908.0,2844.0,3063.0,nan
Net Income(Contr.),2591.0,2760.0,3063.0,3480.0,2908.0,2844.0,3063.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,38.0,38.0,103.0,101.0,103.0,103.0,103.0,nan
Total Debt/Equity,65.85,53.31,68.67,96.34,47.03,48.93,68.67,nan
Reserve Ratio,7182.95,7632.62,2999.5,nan,2850.02,2787.58,2999.5,nan
Oper.Income Margin,1.76,6.45,7.56,10.49,7.46,7.42,9.44,nan
Net Income Margin,9.27,7.06,11.77,10.55,12.38,-3.34,21.21,7.26
ROA,4.94,5.33,7.37,8.37,7.95,-2.19,17.28,nan
ROE,7.46,8.49,11.9,15.35,11.63,-3.24,27.5,nan
EPS(KRW),909.0,1099.0,1675.0,2429.0,403.0,-113.0,982.0,405.0
BPS(KRW),13218.0,14034.0,15498.0,17515.0,14750.0,14438.0,15498.0,nan
DPS(KRW),291.0,327.0,500.0,617.0,150.0,nan,350.0,nan
PER,7.44,7.27,14.27,15.11,nan,nan,nan,nan
PBR,0.51,0.57,1.54,2.1,0.78,0.88,1.54,nan
Issued Shares,20681.0,20681.0,20681.0,nan,20681.0,20681.0,20681.0,nan
Div Yield,4.3,4.1,2.09,nan,1.3,nan,1.46,nan
