계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,3575.0,3586.0,3527.0,nan,885.0,911.0,908.0,759.0
Operating Income,410.0,403.0,389.0,nan,105.0,99.0,114.0,47.0
Oper.Income(Rep.),410.0,403.0,389.0,nan,105.0,99.0,114.0,47.0
Net Income,305.0,319.0,315.0,nan,80.0,82.0,92.0,44.0
Net Income(Contr.),303.0,315.0,311.0,nan,78.0,82.0,92.0,43.0
Net Income(Minor.),3.0,4.0,4.0,nan,2.0,1.0,0.0,nan
Total Assets,2918.0,3118.0,3207.0,nan,3069.0,3087.0,3207.0,nan
Total Liabilities,1194.0,1144.0,997.0,nan,1029.0,981.0,997.0,nan
Total Equity,1724.0,1974.0,2210.0,nan,2039.0,2106.0,2210.0,nan
Net Income(Contr.),1691.0,1936.0,2163.0,nan,1995.0,2064.0,2163.0,nan
Net Income(Minor.),33.0,38.0,48.0,nan,44.0,43.0,48.0,nan
Capital Stock,30.0,30.0,30.0,nan,30.0,30.0,30.0,nan
Total Debt/Equity,69.26,57.96,45.1,nan,50.47,46.57,45.1,nan
Reserve Ratio,5606.03,6433.8,7197.61,nan,6632.96,6864.35,7197.61,nan
Oper.Income Margin,11.48,11.23,11.04,nan,11.89,10.86,12.51,nan
Net Income Margin,8.46,8.79,8.81,nan,8.83,8.98,10.14,5.78
ROA,11.13,10.58,9.96,nan,10.36,10.72,11.73,nan
ROE,19.76,17.37,15.16,nan,16.02,16.11,17.43,nan
EPS(KRW),5106.0,5316.0,5242.0,nan,1320.0,1379.0,1553.0,718.0
BPS(KRW),28530.0,32669.0,36488.0,nan,33665.0,34822.0,36488.0,nan
DPS(KRW),800.0,1600.0,2100.0,nan,nan,nan,2100.0,nan
PER,6.91,6.41,5.7,nan,nan,nan,nan,nan
PBR,1.24,1.04,0.82,nan,0.95,0.87,0.82,nan
Issued Shares,5927.0,5927.0,5927.0,nan,5927.0,5927.0,5927.0,nan
Div Yield,2.27,4.69,7.02,nan,nan,nan,7.02,nan
