계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,195894.0,206053.0,212008.0,212941.0,45553.0,56851.0,66268.0,49828.0
Operating Income,12718.0,8308.0,7060.0,6643.0,1517.0,1304.0,2479.0,1251.0
Oper.Income(Rep.),12718.0,8308.0,7060.0,nan,1517.0,1304.0,2479.0,1251.0
Net Income,9798.0,5652.0,4493.0,4388.0,989.0,1050.0,1069.0,856.0
Net Income(Contr.),9798.0,5652.0,4493.0,4388.0,989.0,1050.0,1069.0,856.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,97936.0,112043.0,113782.0,116681.0,104903.0,118427.0,113782.0,nan
Total Liabilities,55278.0,64897.0,60243.0,59193.0,55157.0,68565.0,60243.0,nan
Total Equity,42658.0,47146.0,53539.0,57488.0,49746.0,49862.0,53539.0,nan
Net Income(Contr.),42658.0,47146.0,53539.0,57669.0,49746.0,49862.0,53539.0,nan
Net Income(Minor.),0.0,0.0,0.0,-181.0,0.0,0.0,0.0,nan
Capital Stock,1183.0,1183.0,1183.0,1181.0,1183.0,1183.0,1183.0,nan
Total Debt/Equity,129.58,137.65,112.52,102.97,110.88,137.51,112.52,nan
Reserve Ratio,3505.1,3884.34,4424.58,nan,4104.11,4113.89,4424.58,nan
Oper.Income Margin,6.49,4.03,3.33,3.12,3.33,2.29,3.74,nan
Net Income Margin,5.0,2.74,2.12,2.06,2.17,1.85,1.61,1.72
ROA,11.18,5.38,3.98,3.81,3.69,3.76,3.68,nan
ROE,25.85,12.59,8.92,7.89,8.05,8.43,8.27,nan
EPS(KRW),41401.0,23881.0,18983.0,18539.0,4178.0,4436.0,4518.0,3617.0
BPS(KRW),180255.0,199217.0,226229.0,243679.0,210206.0,210694.0,226229.0,nan
DPS(KRW),4150.0,2610.0,2090.0,2269.0,nan,nan,2090.0,nan
PER,6.1,10.03,8.53,7.64,nan,nan,nan,nan
PBR,1.4,1.2,0.72,0.58,1.29,1.03,0.72,nan
Issued Shares,23667.0,23667.0,23667.0,nan,23667.0,23667.0,23667.0,nan
Div Yield,1.64,1.09,1.29,nan,nan,nan,1.29,nan
