계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,16018.0,13118.0,13058.0,13538.0,3430.0,3401.0,3265.0,3191.0
Operating Income,969.0,192.0,253.0,280.0,99.0,71.0,65.0,129.0
Oper.Income(Rep.),969.0,192.0,253.0,nan,99.0,71.0,65.0,129.0
Net Income,735.0,75.0,89.0,nan,49.0,-5.0,55.0,58.0
Net Income(Contr.),743.0,77.0,88.0,147.0,49.0,-6.0,55.0,57.0
Net Income(Minor.),-8.0,-2.0,1.0,nan,1.0,1.0,0.0,nan
Total Assets,14991.0,15096.0,15933.0,nan,16468.0,16819.0,15933.0,nan
Total Liabilities,6409.0,6625.0,7395.0,nan,7968.0,8466.0,7395.0,nan
Total Equity,8582.0,8470.0,8538.0,nan,8501.0,8353.0,8538.0,nan
Net Income(Contr.),8454.0,8344.0,8397.0,nan,8368.0,8221.0,8397.0,nan
Net Income(Minor.),128.0,126.0,141.0,nan,132.0,132.0,141.0,nan
Capital Stock,451.0,451.0,451.0,nan,451.0,451.0,451.0,nan
Total Debt/Equity,74.68,78.22,86.61,nan,93.73,101.36,86.61,nan
Reserve Ratio,1834.42,1825.46,1837.17,nan,1830.74,1798.06,1837.17,nan
Oper.Income Margin,6.05,1.46,1.94,2.07,2.89,2.1,2.0,nan
Net Income Margin,4.64,0.59,0.68,1.09,1.42,-0.18,1.68,1.8
ROA,5.04,0.5,0.58,nan,1.21,-0.13,1.34,nan
ROE,9.03,0.92,1.06,1.75,2.34,-0.29,2.63,nan
EPS(KRW),8026.0,832.0,955.0,1587.0,525.0,-65.0,591.0,614.0
BPS(KRW),94108.0,93672.0,94242.0,nan,93929.0,92339.0,94242.0,nan
DPS(KRW),1359.0,1165.0,583.0,nan,nan,nan,583.0,nan
PER,5.19,47.94,32.24,20.07,nan,nan,nan,nan
PBR,0.44,0.43,0.33,nan,0.41,0.36,0.33,nan
Issued Shares,9261.0,9261.0,9261.0,nan,9261.0,9261.0,9261.0,nan
Div Yield,3.27,2.92,1.89,nan,nan,nan,1.89,nan
