계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,173020.0,212962.0,255386.0,287617.0,66155.0,62458.0,71617.0,67717.0
Operating Income,-3556.0,2823.0,14341.0,32282.0,3765.0,3984.0,4991.0,8592.0
Oper.Income(Rep.),-3556.0,2823.0,14341.0,nan,3765.0,3984.0,4991.0,8592.0
Net Income,-2952.0,1449.0,14546.0,23942.0,3578.0,1764.0,7271.0,6116.0
Net Income(Contr.),-2170.0,2217.0,11723.0,20205.0,2921.0,1510.0,5402.0,4954.0
Net Income(Minor.),-782.0,-768.0,2822.0,nan,656.0,253.0,1869.0,nan
Total Assets,298835.0,322426.0,367191.0,394556.0,331455.0,320261.0,367191.0,nan
Total Liabilities,175713.0,198725.0,225633.0,235588.0,199263.0,184547.0,225633.0,nan
Total Equity,123121.0,123701.0,141558.0,158968.0,132192.0,135714.0,141558.0,nan
Net Income(Contr.),97149.0,99037.0,110994.0,127377.0,105182.0,106716.0,110994.0,nan
Net Income(Minor.),25972.0,24664.0,30564.0,31591.0,27010.0,28999.0,30564.0,nan
Capital Stock,3539.0,3539.0,3539.0,3540.0,3539.0,3539.0,3539.0,nan
Total Debt/Equity,142.72,160.65,159.39,148.2,150.74,135.98,159.39,nan
Reserve Ratio,2648.35,2701.69,3039.6,nan,2875.34,2918.68,3039.6,nan
Oper.Income Margin,-2.06,1.33,5.62,11.22,5.69,6.38,6.97,nan
Net Income Margin,-1.25,1.04,4.59,7.02,4.42,2.42,7.54,9.03
ROA,-1.03,0.47,4.22,6.29,4.36,2.17,8.46,nan
ROE,-2.22,2.26,11.16,16.95,11.34,5.7,19.85,nan
EPS(KRW),-3065.0,3133.0,16565.0,28549.0,4128.0,2134.0,7633.0,7000.0
BPS(KRW),137417.0,140085.0,156980.0,180128.0,148767.0,150934.0,156980.0,nan
DPS(KRW),nan,nan,5100.0,8189.0,nan,nan,5100.0,nan
PER,nan,38.59,13.76,9.33,nan,nan,nan,nan
PBR,0.51,0.86,1.45,1.48,1.07,1.24,1.45,nan
Issued Shares,70773.0,70773.0,70773.0,nan,70773.0,70773.0,70773.0,nan
Div Yield,nan,nan,2.24,nan,nan,nan,2.24,nan
