계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2462.0,3549.0,5476.0,7119.0,1340.0,1366.0,1630.0,1567.0
Operating Income,-1311.0,-375.0,963.0,1620.0,260.0,193.0,407.0,323.0
Oper.Income(Rep.),-1311.0,-375.0,963.0,nan,260.0,193.0,407.0,nan
Net Income,-1394.0,-354.0,2270.0,1296.0,246.0,63.0,1864.0,251.0
Net Income(Contr.),-1394.0,-329.0,2407.0,1488.0,281.0,97.0,1901.0,260.0
Net Income(Minor.),nan,-25.0,-138.0,nan,-36.0,-33.0,-37.0,nan
Total Assets,6642.0,7232.0,10368.0,12231.0,8241.0,7750.0,10368.0,nan
Total Liabilities,3477.0,4022.0,4628.0,5153.0,4526.0,4088.0,4628.0,nan
Total Equity,3166.0,3210.0,5740.0,7078.0,3715.0,3663.0,5740.0,nan
Net Income(Contr.),3166.0,2837.0,5463.0,7042.0,3382.0,3379.0,5463.0,nan
Net Income(Minor.),0.0,373.0,277.0,36.0,333.0,283.0,277.0,nan
Capital Stock,392.0,392.0,392.0,391.0,392.0,392.0,392.0,nan
Total Debt/Equity,109.83,125.32,80.63,72.81,121.81,111.6,80.63,nan
Reserve Ratio,708.45,624.49,1295.1,nan,763.78,762.97,1295.1,nan
Oper.Income Margin,-53.24,-10.57,17.59,22.75,19.44,14.16,24.94,20.61
Net Income Margin,-56.64,-9.27,43.96,20.9,21.0,7.07,116.62,16.62
ROA,-21.32,-5.1,25.79,11.47,12.16,3.16,82.31,9.69
ROE,-36.66,-10.96,58.01,23.8,35.03,11.42,172.01,19.06
EPS(KRW),-1780.0,-420.0,3074.0,1900.0,359.0,123.0,2428.0,332.0
BPS(KRW),4042.0,3622.0,6975.0,8992.0,4319.0,4315.0,6975.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,36.14,54.89,nan,nan,nan,nan
PBR,17.84,27.72,15.93,11.6,17.94,24.1,15.93,nan
Issued Shares,78313.0,78313.0,78313.0,nan,78313.0,78313.0,78313.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
