계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Operating Revenue,2330.0,2591.0,2264.0,2020.0,541.0,526.0,565.0,nan
Operating Income,1469.0,1167.0,518.0,580.0,113.0,27.0,82.0,nan
Oper.Income(Rep.),1469.0,1167.0,518.0,nan,113.0,27.0,82.0,nan
Net Income,1082.0,1296.0,374.0,410.0,92.0,14.0,45.0,nan
Net Income(Contr.),1082.0,1296.0,374.0,410.0,92.0,14.0,45.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,13638.0,14801.0,17259.0,15680.0,16258.0,16453.0,17259.0,nan
Total Liabilities,4314.0,4450.0,6801.0,5070.0,5861.0,6043.0,6801.0,nan
Total Equity,9324.0,10350.0,10458.0,10600.0,10396.0,10410.0,10458.0,nan
Net Income(Contr.),9324.0,10350.0,10458.0,10730.0,10396.0,10410.0,10458.0,nan
Net Income(Minor.),0.0,0.0,0.0,-130.0,0.0,0.0,0.0,nan
Capital Stock,620.0,620.0,620.0,620.0,620.0,620.0,620.0,nan
Total Debt/Equity,46.26,42.99,65.04,47.83,56.38,58.04,65.04,nan
Reserve Ratio,1424.51,1590.04,1607.32,nan,1597.42,1599.67,1607.32,nan
Oper.Income Margin,63.04,45.05,22.86,28.71,20.93,5.18,14.59,nan
Net Income Margin,46.46,50.04,16.53,20.3,17.01,2.66,8.03,nan
ROA,8.24,9.12,2.33,2.49,2.31,0.34,1.08,nan
ROE,12.15,13.18,3.6,3.87,3.55,0.54,1.74,nan
EPS(KRW),873.0,1046.0,302.0,334.0,74.0,11.0,37.0,nan
BPS(KRW),7623.0,8450.0,8537.0,8871.0,8487.0,8498.0,8537.0,nan
DPS(KRW),220.0,220.0,100.0,150.0,nan,nan,100.0,nan
PER,3.42,3.02,9.23,6.96,nan,nan,nan,nan
PBR,0.39,0.37,0.33,0.26,0.35,0.35,0.33,nan
Issued Shares,123978.0,123978.0,123978.0,nan,123978.0,123978.0,123978.0,nan
Div Yield,7.37,6.96,3.59,nan,nan,nan,3.59,nan
