계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,12425.0,11580.0,10628.0,nan,2802.0,2579.0,2544.0,nan
Operating Income,306.0,278.0,229.0,nan,77.0,52.0,38.0,nan
Oper.Income(Rep.),306.0,278.0,229.0,nan,77.0,52.0,38.0,nan
Net Income,204.0,151.0,96.0,nan,56.0,0.0,5.0,nan
Net Income(Contr.),200.0,148.0,90.0,nan,55.0,-1.0,1.0,nan
Net Income(Minor.),5.0,3.0,7.0,nan,1.0,1.0,4.0,nan
Total Assets,3531.0,4300.0,4786.0,nan,4793.0,4864.0,4786.0,nan
Total Liabilities,1478.0,2161.0,2464.0,nan,2626.0,2549.0,2464.0,nan
Total Equity,2053.0,2139.0,2322.0,nan,2167.0,2315.0,2322.0,nan
Net Income(Contr.),1956.0,2027.0,2062.0,nan,2057.0,2061.0,2062.0,nan
Net Income(Minor.),98.0,112.0,260.0,nan,110.0,254.0,260.0,nan
Capital Stock,174.0,174.0,174.0,nan,174.0,174.0,174.0,nan
Total Debt/Equity,71.97,101.06,106.11,nan,121.19,110.12,106.11,nan
Reserve Ratio,1047.87,1088.8,1109.08,nan,1106.18,1108.44,1109.08,nan
Oper.Income Margin,2.46,2.4,2.15,nan,2.73,2.0,1.49,nan
Net Income Margin,1.61,1.27,0.85,nan,1.95,-0.04,0.04,nan
ROA,6.05,3.85,2.12,nan,4.72,0.03,0.44,nan
ROE,10.63,7.41,4.39,nan,10.78,-0.21,0.18,nan
EPS(KRW),573.0,423.0,258.0,nan,157.0,-3.0,3.0,nan
BPS(KRW),5739.0,5944.0,6045.0,nan,6031.0,6042.0,6045.0,nan
DPS(KRW),200.0,200.0,200.0,nan,nan,nan,200.0,nan
PER,6.34,10.25,13.89,nan,nan,nan,nan,nan
PBR,0.63,0.73,0.59,nan,0.67,0.64,0.59,nan
Issued Shares,34869.0,34869.0,34869.0,nan,34869.0,34869.0,34869.0,nan
Div Yield,5.51,4.61,5.59,nan,nan,nan,5.59,nan
