계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2376.0,2210.0,2089.0,nan,541.0,503.0,549.0,nan
Operating Income,332.0,258.0,232.0,nan,48.0,53.0,82.0,nan
Oper.Income(Rep.),332.0,258.0,232.0,nan,48.0,53.0,82.0,nan
Net Income,219.0,17.0,-189.0,nan,34.0,27.0,-274.0,nan
Net Income(Contr.),219.0,17.0,-189.0,nan,34.0,27.0,-274.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,5502.0,5450.0,4957.0,nan,5465.0,5425.0,4957.0,nan
Total Liabilities,2084.0,2014.0,1731.0,nan,1969.0,1903.0,1731.0,nan
Total Equity,3418.0,3436.0,3226.0,nan,3495.0,3523.0,3226.0,nan
Net Income(Contr.),3418.0,3436.0,3226.0,nan,3495.0,3523.0,3226.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,233.0,233.0,233.0,nan,233.0,233.0,233.0,nan
Total Debt/Equity,60.96,58.61,53.65,nan,56.34,54.02,53.65,nan
Reserve Ratio,1444.75,1452.31,1370.22,nan,1477.83,1489.49,1370.22,nan
Oper.Income Margin,13.98,11.68,11.1,nan,8.8,10.6,15.02,nan
Net Income Margin,9.21,0.77,-9.03,nan,6.36,5.4,-49.95,nan
ROA,4.2,0.31,-3.62,nan,2.53,1.99,-21.13,nan
ROE,6.45,0.5,-5.66,nan,3.96,3.1,-32.5,nan
EPS(KRW),470.0,37.0,-405.0,nan,74.0,58.0,-589.0,nan
BPS(KRW),7724.0,7762.0,7351.0,nan,7889.0,7947.0,7351.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,17.59,200.2,nan,nan,nan,nan,nan,nan
PBR,1.07,0.95,0.73,nan,0.97,0.77,0.73,nan
Issued Shares,46564.0,46564.0,46564.0,nan,46564.0,46564.0,46564.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
