계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,744.0,549.0,715.0,nan,132.0,155.0,nan,nan
Operating Income,17.0,-43.0,18.0,nan,-4.0,2.0,nan,nan
Oper.Income(Rep.),17.0,-43.0,18.0,nan,-4.0,2.0,0.0,nan
Net Income,-2.0,-42.0,38.0,nan,-12.0,11.0,nan,nan
Net Income(Contr.),-2.0,-42.0,38.0,nan,-12.0,11.0,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,962.0,968.0,1072.0,nan,1203.0,1107.0,1072.0,nan
Total Liabilities,352.0,412.0,489.0,nan,644.0,537.0,489.0,nan
Total Equity,610.0,556.0,583.0,nan,559.0,570.0,583.0,nan
Net Income(Contr.),610.0,556.0,583.0,nan,559.0,570.0,583.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,57.0,57.0,57.0,nan,57.0,57.0,57.0,nan
Total Debt/Equity,57.61,74.17,84.01,nan,115.03,94.33,84.01,nan
Reserve Ratio,965.23,869.98,916.47,nan,876.31,894.22,916.47,nan
Oper.Income Margin,2.22,-7.9,2.54,nan,-2.65,1.01,nan,nan
Net Income Margin,-0.31,-7.63,5.34,nan,-8.87,6.92,nan,nan
ROA,-0.25,-4.34,3.74,nan,nan,3.71,0.0,nan
ROE,-0.39,-7.18,6.71,nan,nan,7.59,0.0,nan
EPS(KRW),-8.0,-146.0,133.0,nan,-41.0,37.0,0.0,nan
BPS(KRW),2130.0,1940.0,2033.0,nan,1953.0,1988.0,2033.0,nan
DPS(KRW),nan,nan,30.0,nan,nan,nan,30.0,nan
PER,nan,nan,30.76,nan,nan,nan,nan,nan
PBR,2.67,2.14,2.02,nan,2.64,2.44,2.02,nan
Issued Shares,28653.0,28653.0,28653.0,nan,28653.0,28653.0,28653.0,nan
Div Yield,nan,nan,0.73,nan,nan,nan,0.73,nan
