계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,3718.0,3839.0,4050.0,nan,1019.0,1042.0,1002.0,nan
Operating Income,103.0,81.0,59.0,nan,-38.0,45.0,18.0,nan
Oper.Income(Rep.),103.0,81.0,59.0,nan,-38.0,45.0,18.0,nan
Net Income,162.0,106.0,107.0,nan,-15.0,25.0,52.0,nan
Net Income(Contr.),104.0,61.0,66.0,nan,-3.0,14.0,29.0,nan
Net Income(Minor.),58.0,46.0,42.0,nan,-12.0,10.0,24.0,nan
Total Assets,4659.0,4746.0,4798.0,nan,4758.0,4752.0,4798.0,nan
Total Liabilities,1387.0,1448.0,1390.0,nan,1432.0,1410.0,1390.0,nan
Total Equity,3273.0,3298.0,3407.0,nan,3327.0,3342.0,3407.0,nan
Net Income(Contr.),1993.0,1979.0,2049.0,nan,2003.0,2009.0,2049.0,nan
Net Income(Minor.),1279.0,1319.0,1358.0,nan,1324.0,1333.0,1358.0,nan
Capital Stock,29.0,29.0,29.0,nan,29.0,29.0,29.0,nan
Total Debt/Equity,42.37,43.89,40.8,nan,43.03,42.18,40.8,nan
Reserve Ratio,7494.76,7696.85,7941.56,nan,7779.1,7801.43,7941.56,nan
Oper.Income Margin,2.78,2.12,1.45,nan,-3.74,4.28,1.75,nan
Net Income Margin,2.81,1.58,1.62,nan,-0.27,1.36,2.89,nan
ROA,3.57,2.26,2.25,nan,-1.27,2.07,4.4,nan
ROE,5.35,3.06,3.26,nan,-0.55,2.83,5.71,nan
EPS(KRW),3629.0,2114.0,2284.0,nan,-96.0,494.0,1008.0,nan
BPS(KRW),75948.0,77969.0,80416.0,nan,78791.0,79014.0,80416.0,nan
DPS(KRW),200.0,200.0,200.0,nan,nan,nan,200.0,nan
PER,13.06,23.41,16.5,nan,nan,nan,nan,nan
PBR,0.62,0.63,0.47,nan,0.66,0.58,0.47,nan
Issued Shares,2876.0,2876.0,2876.0,nan,2876.0,2876.0,2876.0,nan
Div Yield,0.42,0.4,0.53,nan,nan,nan,0.53,nan
