계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5090.0,4029.0,4908.0,5525.0,1308.0,1250.0,1468.0,nan
Operating Income,463.0,71.0,492.0,569.0,92.0,166.0,158.0,nan
Oper.Income(Rep.),463.0,71.0,492.0,nan,92.0,166.0,158.0,nan
Net Income,352.0,100.0,431.0,506.0,78.0,117.0,184.0,nan
Net Income(Contr.),350.0,99.0,419.0,502.0,68.0,115.0,187.0,nan
Net Income(Minor.),2.0,1.0,12.0,nan,10.0,2.0,-3.0,nan
Total Assets,6123.0,6217.0,6409.0,7132.0,6451.0,6542.0,6409.0,nan
Total Liabilities,3331.0,2786.0,2586.0,2803.0,2976.0,2899.0,2586.0,nan
Total Equity,2792.0,3431.0,3823.0,4329.0,3475.0,3643.0,3823.0,nan
Net Income(Contr.),2758.0,3044.0,3403.0,3934.0,3091.0,3228.0,3403.0,nan
Net Income(Minor.),34.0,388.0,420.0,395.0,384.0,414.0,420.0,nan
Capital Stock,52.0,52.0,155.0,155.0,155.0,155.0,155.0,nan
Total Debt/Equity,119.32,81.18,67.64,64.75,85.62,79.58,67.64,nan
Reserve Ratio,5286.02,5762.22,2142.48,nan,1901.54,2010.81,2142.48,nan
Oper.Income Margin,9.1,1.77,10.02,10.3,7.07,13.28,10.75,nan
Net Income Margin,6.88,2.47,8.53,9.09,5.19,9.18,12.71,nan
ROA,6.17,1.62,6.83,7.47,4.77,7.21,11.36,nan
ROE,13.4,3.43,12.99,13.68,8.81,14.53,22.51,nan
EPS(KRW),1125.0,320.0,1350.0,1618.0,219.0,370.0,601.0,nan
BPS(KRW),8977.0,9813.0,11229.0,12941.0,10022.0,10569.0,11229.0,nan
DPS(KRW),117.0,33.0,100.0,100.0,nan,nan,100.0,nan
PER,7.63,48.8,8.8,8.11,nan,nan,nan,nan
PBR,0.96,1.59,1.06,1.01,1.75,1.27,1.06,nan
Issued Shares,31152.0,31017.0,31017.0,nan,31017.0,31017.0,31017.0,nan
Div Yield,1.36,0.21,0.84,nan,nan,nan,0.84,nan
