계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,146.0,921.0,1276.0,2285.0,315.0,315.0,328.0,444.0
Operating Income,-86.0,31.0,62.0,190.0,31.0,10.0,-13.0,36.0
Oper.Income(Rep.),-86.0,31.0,62.0,nan,31.0,10.0,-13.0,nan
Net Income,-120.0,35.0,16.0,165.0,-14.0,-14.0,14.0,33.0
Net Income(Contr.),-114.0,39.0,11.0,165.0,-49.0,-17.0,10.0,33.0
Net Income(Minor.),-7.0,-5.0,5.0,nan,35.0,2.0,4.0,nan
Total Assets,856.0,1173.0,1652.0,1772.0,1385.0,1443.0,1652.0,nan
Total Liabilities,333.0,587.0,1020.0,1045.0,748.0,822.0,1020.0,nan
Total Equity,523.0,586.0,632.0,727.0,637.0,621.0,632.0,nan
Net Income(Contr.),531.0,572.0,501.0,709.0,538.0,499.0,501.0,nan
Net Income(Minor.),-8.0,13.0,131.0,18.0,99.0,122.0,131.0,nan
Capital Stock,94.0,94.0,94.0,94.0,94.0,94.0,94.0,nan
Total Debt/Equity,63.69,100.21,161.32,143.74,117.35,132.32,161.32,nan
Reserve Ratio,466.14,510.56,434.8,nan,473.95,432.24,434.8,nan
Oper.Income Margin,-58.94,3.32,4.87,8.32,9.79,3.23,-4.02,8.11
Net Income Margin,-77.82,4.27,0.87,7.22,-15.4,-5.28,2.93,7.43
ROA,-13.46,3.41,1.14,9.64,-4.09,-4.03,3.53,7.99
ROE,-19.94,7.13,2.07,27.27,-32.49,-12.84,7.7,26.33
EPS(KRW),-607.0,210.0,59.0,865.0,-259.0,-89.0,51.0,173.0
BPS(KRW),2831.0,3053.0,2674.0,3717.0,2870.0,2661.0,2674.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,30.53,87.73,12.96,nan,nan,nan,nan
PBR,2.41,2.1,1.95,3.02,2.23,2.18,1.95,nan
Issued Shares,18749.0,18749.0,18749.0,nan,18749.0,18749.0,18749.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
