계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,88827.0,75269.0,77761.0,80422.0,19826.0,19363.0,19777.0,19527.0
Operating Income,1236.0,2134.0,2707.0,3194.0,846.0,676.0,424.0,774.0
Oper.Income(Rep.),1236.0,2134.0,2707.0,nan,846.0,676.0,424.0,774.0
Net Income,192.0,987.0,1838.0,1907.0,518.0,276.0,483.0,245.0
Net Income(Contr.),116.0,932.0,1345.0,1496.0,428.0,227.0,235.0,205.0
Net Income(Minor.),76.0,55.0,493.0,nan,90.0,49.0,249.0,nan
Total Assets,43199.0,40705.0,47242.0,52892.0,43595.0,43454.0,47242.0,nan
Total Liabilities,28044.0,25017.0,29042.0,33518.0,26870.0,26858.0,29042.0,nan
Total Equity,15155.0,15687.0,18199.0,19375.0,16724.0,16597.0,18199.0,nan
Net Income(Contr.),12227.0,12746.0,14590.0,15470.0,13662.0,13635.0,14590.0,nan
Net Income(Minor.),2928.0,2941.0,3610.0,3905.0,3063.0,2962.0,3610.0,nan
Capital Stock,216.0,216.0,216.0,219.0,216.0,216.0,216.0,nan
Total Debt/Equity,185.04,159.47,159.58,173.0,160.66,161.82,159.58,nan
Reserve Ratio,5564.28,5804.33,6656.22,nan,6227.41,6214.88,6656.22,nan
Oper.Income Margin,1.39,2.84,3.48,3.97,4.27,3.49,2.14,nan
Net Income Margin,0.13,1.24,1.73,1.86,2.16,1.17,1.19,1.25
ROA,0.43,2.35,4.18,3.81,4.82,2.54,4.26,nan
ROE,0.88,7.46,9.84,9.95,12.79,6.65,6.65,nan
EPS(KRW),2678.0,21535.0,31089.0,34572.0,9878.0,5241.0,5424.0,4744.0
BPS(KRW),283214.0,295217.0,337811.0,358152.0,316370.0,315744.0,337811.0,nan
DPS(KRW),10000.0,10000.0,10000.0,10000.0,nan,nan,10000.0,nan
PER,130.67,16.95,7.69,6.73,nan,nan,nan,nan
PBR,1.24,1.24,0.71,0.65,1.09,1.01,0.71,nan
Issued Shares,4328.0,4328.0,4328.0,nan,4328.0,4328.0,4328.0,nan
Div Yield,2.86,2.74,4.18,nan,nan,nan,4.18,nan
