계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5372.0,5537.0,5610.0,nan,1517.0,1260.0,1453.0,nan
Operating Income,140.0,136.0,219.0,nan,59.0,44.0,55.0,nan
Oper.Income(Rep.),140.0,136.0,219.0,nan,59.0,44.0,55.0,nan
Net Income,80.0,-95.0,63.0,nan,14.0,30.0,-2.0,nan
Net Income(Contr.),81.0,-90.0,34.0,nan,7.0,20.0,-7.0,nan
Net Income(Minor.),-1.0,-5.0,29.0,nan,7.0,9.0,4.0,nan
Total Assets,4184.0,4264.0,4334.0,nan,4610.0,4406.0,4334.0,nan
Total Liabilities,2292.0,2307.0,2375.0,nan,2661.0,2436.0,2375.0,nan
Total Equity,1892.0,1957.0,1959.0,nan,1950.0,1970.0,1959.0,nan
Net Income(Contr.),1776.0,1718.0,1690.0,nan,1700.0,1715.0,1690.0,nan
Net Income(Minor.),116.0,239.0,269.0,nan,249.0,255.0,269.0,nan
Capital Stock,245.0,245.0,245.0,nan,245.0,245.0,245.0,nan
Total Debt/Equity,121.15,117.85,121.25,nan,136.48,123.64,121.25,nan
Reserve Ratio,658.93,634.79,640.27,nan,644.63,650.71,640.27,nan
Oper.Income Margin,2.61,2.45,3.91,nan,3.92,3.46,3.75,nan
Net Income Margin,1.51,-1.63,0.61,nan,0.44,1.61,-0.45,nan
ROA,2.0,-2.26,1.47,nan,1.23,2.62,-0.19,nan
ROE,4.66,-5.17,2.02,nan,1.55,4.76,-1.53,nan
EPS(KRW),166.0,-185.0,70.0,nan,14.0,42.0,-13.0,nan
BPS(KRW),3795.0,3674.0,3701.0,nan,3723.0,3754.0,3701.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,23.66,nan,52.97,nan,nan,nan,nan,nan
PBR,1.03,1.29,1.01,nan,1.16,1.0,1.01,nan
Issued Shares,48907.0,48907.0,48907.0,nan,48907.0,48907.0,48907.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
