계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,385.0,472.0,324.0,nan,89.0,68.0,65.0,nan
Operating Income,30.0,54.0,-38.0,nan,-5.0,-14.0,-24.0,nan
Oper.Income(Rep.),30.0,54.0,-38.0,nan,-5.0,-14.0,-24.0,nan
Net Income,41.0,49.0,-37.0,nan,-5.0,-18.0,-17.0,nan
Net Income(Contr.),41.0,49.0,-37.0,nan,-5.0,-18.0,-17.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,470.0,788.0,884.0,nan,863.0,886.0,884.0,nan
Total Liabilities,288.0,290.0,437.0,nan,373.0,414.0,437.0,nan
Total Equity,182.0,498.0,447.0,nan,490.0,472.0,447.0,nan
Net Income(Contr.),182.0,498.0,447.0,nan,490.0,472.0,447.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,85.0,96.0,99.0,nan,99.0,99.0,99.0,nan
Total Debt/Equity,158.51,58.19,97.71,nan,76.15,87.67,97.71,nan
Reserve Ratio,113.4,419.95,353.12,nan,396.89,378.97,353.12,nan
Oper.Income Margin,7.88,11.54,-11.62,nan,-5.7,-20.44,-36.46,nan
Net Income Margin,10.76,10.34,-11.44,nan,-5.89,-26.93,-26.21,nan
ROA,10.02,7.76,-4.44,nan,-2.47,-8.36,-7.76,nan
ROE,28.35,14.35,-7.84,nan,-4.25,-15.2,-14.94,nan
EPS(KRW),243.0,259.0,-189.0,nan,-27.0,-93.0,-87.0,nan
BPS(KRW),1067.0,2600.0,2266.0,nan,2484.0,2395.0,2266.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,59.84,nan,nan,nan,nan,nan,nan
PBR,nan,5.96,3.13,nan,5.48,4.6,3.13,nan
Issued Shares,17043.0,19154.0,19724.0,nan,19724.0,19724.0,19724.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
