계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,71858.0,68048.0,68119.0,69014.0,17597.0,17136.0,16099.0,16979.0
Operating Income,7111.0,4870.0,4590.0,4817.0,1585.0,1061.0,434.0,1424.0
Oper.Income(Rep.),7111.0,4870.0,4590.0,nan,1585.0,1061.0,434.0,1424.0
Net Income,2583.0,1635.0,2039.0,2963.0,1072.0,735.0,-899.0,1035.0
Net Income(Contr.),2366.0,1428.0,1891.0,2720.0,1004.0,678.0,-856.0,982.0
Net Income(Minor.),218.0,208.0,148.0,nan,68.0,58.0,-43.0,nan
Total Assets,73029.0,72203.0,74058.0,75892.0,75405.0,76114.0,74058.0,nan
Total Liabilities,18341.0,16714.0,17199.0,17012.0,18450.0,18087.0,17199.0,nan
Total Equity,54688.0,55489.0,56859.0,58880.0,56956.0,58027.0,56859.0,nan
Net Income(Contr.),53393.0,54335.0,55663.0,57570.0,55714.0,56756.0,55663.0,nan
Net Income(Minor.),1296.0,1155.0,1197.0,1309.0,1242.0,1271.0,1197.0,nan
Capital Stock,886.0,886.0,886.0,889.0,886.0,886.0,886.0,nan
Total Debt/Equity,33.54,30.12,30.25,28.89,32.39,31.17,30.25,nan
Reserve Ratio,6007.0,6113.3,6263.22,nan,6269.02,6386.63,6263.22,nan
Oper.Income Margin,9.9,7.16,6.74,6.98,9.01,6.19,2.7,nan
Net Income Margin,3.29,2.1,2.78,3.94,5.7,3.96,-5.32,6.1
ROA,3.48,2.25,2.79,3.95,5.73,3.88,-4.79,nan
ROE,4.41,2.65,3.44,4.8,7.27,4.82,-6.09,nan
EPS(KRW),13352.0,8057.0,10675.0,15352.0,5665.0,3826.0,-4831.0,5542.0
BPS(KRW),305350.0,310665.0,318161.0,328927.0,318451.0,324332.0,318161.0,nan
DPS(KRW),4000.0,3500.0,3500.0,3924.0,nan,nan,3500.0,nan
PER,54.07,44.06,28.57,20.78,nan,nan,nan,nan
PBR,2.36,1.14,0.96,0.97,1.08,1.17,0.96,nan
Issued Shares,15618.0,15618.0,15618.0,nan,15618.0,15618.0,15618.0,nan
Div Yield,0.55,0.99,1.15,nan,nan,nan,1.15,nan
