계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,42534.0,41383.0,43443.0,45483.0,10894.0,10725.0,11643.0,10394.0
Operating Income,3114.0,3075.0,3207.0,3452.0,882.0,956.0,824.0,585.0
Oper.Income(Rep.),3114.0,3075.0,3207.0,nan,882.0,956.0,824.0,585.0
Net Income,1958.0,1901.0,2083.0,2232.0,653.0,608.0,388.0,280.0
Net Income(Contr.),1937.0,1873.0,2075.0,2225.0,647.0,615.0,386.0,283.0
Net Income(Minor.),21.0,28.0,8.0,nan,6.0,-8.0,2.0,nan
Total Assets,27514.0,28895.0,33066.0,32748.0,27769.0,28095.0,33066.0,nan
Total Liabilities,15300.0,15917.0,18325.0,17525.0,14402.0,14311.0,18325.0,nan
Total Equity,12214.0,12978.0,14740.0,15224.0,13367.0,13783.0,14740.0,nan
Net Income(Contr.),12120.0,12866.0,14580.0,15313.0,13240.0,13664.0,14580.0,nan
Net Income(Minor.),94.0,112.0,160.0,-89.0,128.0,119.0,160.0,nan
Capital Stock,230.0,230.0,230.0,230.0,230.0,230.0,230.0,nan
Total Debt/Equity,125.26,122.65,124.32,115.12,107.74,103.83,124.32,nan
Reserve Ratio,6396.79,6720.65,7465.77,nan,6883.18,7067.74,7465.77,nan
Oper.Income Margin,7.32,7.43,7.38,7.59,8.1,8.91,7.08,nan
Net Income Margin,4.55,4.53,4.78,4.89,5.94,5.74,3.31,2.7
ROA,7.4,6.74,6.73,6.78,9.35,8.7,5.07,nan
ROE,16.64,14.99,15.12,14.89,20.2,18.3,10.92,nan
EPS(KRW),1684.0,1628.0,1804.0,1934.0,562.0,535.0,335.0,246.0
BPS(KRW),12994.0,13641.0,15132.0,15769.0,13966.0,14335.0,15132.0,nan
DPS(KRW),1150.0,1110.0,1230.0,1269.0,nan,nan,1230.0,nan
PER,13.69,11.69,9.4,9.45,nan,nan,nan,nan
PBR,1.77,1.4,1.12,1.16,1.32,1.28,1.12,nan
Issued Shares,115041.0,115041.0,115041.0,nan,115041.0,115041.0,115041.0,nan
Div Yield,4.99,5.83,7.26,nan,nan,nan,7.26,nan
