계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,16295.0,18957.0,18205.0,19800.0,4395.0,4364.0,5585.0,4666.0
Operating Income,1447.0,1790.0,2312.0,2190.0,875.0,447.0,627.0,531.0
Oper.Income(Rep.),1447.0,1790.0,2312.0,nan,875.0,447.0,627.0,531.0
Net Income,1156.0,1643.0,2465.0,2220.0,820.0,457.0,711.0,462.0
Net Income(Contr.),514.0,873.0,1429.0,1330.0,467.0,312.0,400.0,261.0
Net Income(Minor.),642.0,769.0,1036.0,nan,352.0,145.0,311.0,nan
Total Assets,25584.0,27018.0,28326.0,30090.0,28206.0,27420.0,28326.0,nan
Total Liabilities,7421.0,7490.0,6994.0,6880.0,7865.0,6893.0,6994.0,nan
Total Equity,18163.0,19528.0,21332.0,23210.0,20341.0,20527.0,21332.0,nan
Net Income(Contr.),9867.0,10690.0,12363.0,13450.0,11528.0,11884.0,12363.0,nan
Net Income(Minor.),8296.0,8838.0,8969.0,9760.0,8813.0,8643.0,8969.0,nan
Capital Stock,84.0,84.0,84.0,80.0,84.0,84.0,84.0,nan
Total Debt/Equity,40.86,38.35,32.79,29.64,38.67,33.58,32.79,nan
Reserve Ratio,12019.58,13004.57,15008.01,nan,14007.79,14434.81,15008.01,nan
Oper.Income Margin,8.88,9.44,12.7,11.06,19.91,10.24,11.22,nan
Net Income Margin,3.16,4.61,7.85,6.72,10.63,7.15,7.16,9.89
ROA,4.69,6.25,8.91,7.6,11.76,6.57,10.2,nan
ROE,5.31,8.5,12.4,10.3,16.63,10.66,13.2,nan
EPS(KRW),3153.0,5357.0,8767.0,8158.0,2867.0,1914.0,2453.0,1601.0
BPS(KRW),62085.0,67130.0,77393.0,84060.0,72270.0,74457.0,77393.0,nan
DPS(KRW),700.0,800.0,1600.0,2000.0,300.0,nan,1300.0,nan
PER,4.98,3.23,2.57,4.07,nan,nan,nan,nan
PBR,0.25,0.26,0.29,0.39,0.3,0.3,0.29,nan
Issued Shares,16304.0,16304.0,16304.0,nan,16304.0,16304.0,16304.0,nan
Div Yield,4.46,4.63,7.11,nan,1.4,nan,5.78,nan
