계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,35156.0,38250.0,34381.0,35807.0,8530.0,8168.0,7891.0,9068.0
Operating Income,1706.0,2572.0,1904.0,1949.0,586.0,430.0,353.0,417.0
Oper.Income(Rep.),1706.0,2572.0,1904.0,nan,586.0,430.0,353.0,417.0
Net Income,994.0,1275.0,860.0,1215.0,306.0,115.0,-19.0,257.0
Net Income(Contr.),1115.0,1394.0,1000.0,1227.0,300.0,110.0,132.0,285.0
Net Income(Minor.),-121.0,-120.0,-140.0,nan,6.0,4.0,-151.0,nan
Total Assets,34486.0,32970.0,33246.0,34733.0,34110.0,33685.0,33246.0,nan
Total Liabilities,17813.0,15259.0,15308.0,15435.0,16014.0,15533.0,15308.0,nan
Total Equity,16673.0,17711.0,17938.0,19298.0,18095.0,18152.0,17938.0,nan
Net Income(Contr.),14633.0,15765.0,16578.0,17490.0,16373.0,16419.0,16578.0,nan
Net Income(Minor.),2040.0,1946.0,1360.0,1808.0,1722.0,1733.0,1360.0,nan
Capital Stock,985.0,985.0,942.0,933.0,942.0,942.0,942.0,nan
Total Debt/Equity,106.84,86.16,85.34,79.98,88.5,85.57,85.34,nan
Reserve Ratio,1462.82,1577.69,1702.17,nan,1703.2,1685.28,1702.17,nan
Oper.Income Margin,4.85,6.72,5.54,5.44,6.86,5.26,4.47,nan
Net Income Margin,3.17,3.64,2.91,3.43,3.52,1.35,1.67,2.83
ROA,2.84,3.78,2.6,3.58,3.57,1.35,-0.23,nan
ROE,7.99,9.17,6.18,7.21,7.41,2.68,3.19,nan
EPS(KRW),5661.0,7077.0,5277.0,6873.0,1570.0,590.0,718.0,1596.0
BPS(KRW),78141.0,83885.0,92774.0,101021.0,90160.0,91905.0,92774.0,nan
DPS(KRW),1750.0,700.0,500.0,808.0,nan,nan,500.0,nan
PER,10.99,7.31,11.05,9.75,nan,nan,nan,nan
PBR,0.8,0.62,0.63,0.66,0.61,0.57,0.63,nan
Issued Shares,19701.0,19701.0,18306.0,nan,18847.0,18306.0,18306.0,nan
Div Yield,2.81,1.35,0.86,nan,nan,nan,0.86,nan
