계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,567.0,402.0,931.0,nan,170.0,49.0,81.0,nan
Operating Income,-32.0,-283.0,245.0,nan,56.0,-6.0,-4.0,nan
Oper.Income(Rep.),-32.0,-283.0,245.0,nan,56.0,-6.0,-4.0,nan
Net Income,-21.0,-303.0,274.0,nan,64.0,-1.0,10.0,nan
Net Income(Contr.),-21.0,-303.0,274.0,nan,64.0,-1.0,10.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1632.0,1321.0,1540.0,nan,1806.0,1573.0,1540.0,nan
Total Liabilities,280.0,271.0,219.0,nan,491.0,258.0,219.0,nan
Total Equity,1352.0,1049.0,1322.0,nan,1315.0,1315.0,1322.0,nan
Net Income(Contr.),1352.0,1049.0,1322.0,nan,1315.0,1315.0,1322.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,313.0,313.0,313.0,nan,313.0,313.0,313.0,nan
Total Debt/Equity,20.73,25.88,16.53,nan,37.38,19.65,16.53,nan
Reserve Ratio,332.59,236.02,323.11,nan,320.75,320.84,323.11,nan
Oper.Income Margin,-5.64,-70.44,26.34,nan,32.76,-11.99,-5.08,nan
Net Income Margin,-3.75,-75.43,29.46,nan,37.8,-1.35,12.37,nan
ROA,-1.31,-20.52,19.17,nan,14.33,-0.15,2.57,nan
ROE,-1.56,-25.24,23.13,nan,20.02,-0.2,3.03,nan
EPS(KRW),-34.0,-484.0,438.0,nan,102.0,-1.0,16.0,nan
BPS(KRW),2163.0,1680.0,2116.0,nan,2104.0,2104.0,2116.0,nan
DPS(KRW),nan,nan,150.0,nan,nan,nan,150.0,nan
PER,nan,nan,7.19,nan,nan,nan,nan,nan
PBR,1.7,1.97,1.49,nan,1.63,1.8,1.49,nan
Issued Shares,62638.0,62638.0,62638.0,nan,62638.0,62638.0,62638.0,nan
Div Yield,nan,nan,4.76,nan,nan,nan,4.76,nan
