계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5181.0,4562.0,4862.0,5082.0,1210.0,1228.0,1193.0,1236.0
Operating Income,460.0,338.0,398.0,432.0,97.0,100.0,96.0,105.0
Oper.Income(Rep.),460.0,338.0,398.0,nan,97.0,100.0,96.0,nan
Net Income,357.0,328.0,395.0,324.0,91.0,138.0,69.0,79.0
Net Income(Contr.),357.0,328.0,395.0,324.0,91.0,138.0,69.0,79.0
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Total Assets,3870.0,3630.0,4121.0,4128.0,3807.0,3898.0,4121.0,nan
Total Liabilities,1313.0,812.0,880.0,882.0,862.0,816.0,880.0,nan
Total Equity,2557.0,2818.0,3242.0,3246.0,2945.0,3082.0,3242.0,nan
Net Income(Contr.),2557.0,2817.0,3240.0,3245.0,2944.0,3081.0,3240.0,nan
Net Income(Minor.),1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan
Capital Stock,380.0,380.0,380.0,380.0,380.0,380.0,380.0,nan
Total Debt/Equity,51.35,28.83,27.14,27.17,29.26,26.49,27.14,nan
Reserve Ratio,572.8,641.2,752.73,nan,674.73,710.7,752.73,nan
Oper.Income Margin,8.89,7.41,8.18,8.5,8.05,8.11,8.02,8.5
Net Income Margin,6.88,7.19,8.12,6.38,7.55,11.21,5.82,6.39
ROA,9.44,8.76,10.19,7.86,9.73,14.3,6.93,7.67
ROE,14.98,12.21,13.03,9.99,12.61,18.28,8.79,9.75
EPS(KRW),939.0,863.0,1039.0,853.0,240.0,362.0,183.0,208.0
BPS(KRW),6728.0,7412.0,8527.0,8539.0,7747.0,8107.0,8527.0,nan
DPS(KRW),180.0,160.0,200.0,200.0,nan,nan,200.0,nan
PER,9.31,9.07,5.07,7.42,nan,nan,nan,nan
PBR,1.3,1.06,0.62,0.74,0.99,0.76,0.62,nan
Issued Shares,38000.0,38000.0,38000.0,nan,38000.0,38000.0,38000.0,nan
Div Yield,2.06,2.04,3.8,nan,nan,nan,3.8,nan
