계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,301.0,213.0,213.0,nan,92.0,28.0,53.0,nan
Operating Income,-13.0,-33.0,-31.0,nan,-6.0,-6.0,-10.0,nan
Oper.Income(Rep.),-13.0,-33.0,-31.0,nan,-6.0,-6.0,-10.0,nan
Net Income,-190.0,-52.0,-78.0,nan,10.0,-39.0,-30.0,nan
Net Income(Contr.),-175.0,-51.0,-77.0,nan,11.0,-39.0,-30.0,nan
Net Income(Minor.),-14.0,-2.0,-1.0,nan,-0.0,-0.0,1.0,nan
Total Assets,490.0,612.0,526.0,nan,452.0,391.0,526.0,nan
Total Liabilities,416.0,332.0,293.0,nan,205.0,153.0,293.0,nan
Total Equity,74.0,280.0,233.0,nan,247.0,237.0,233.0,nan
Net Income(Contr.),60.0,279.0,232.0,nan,246.0,236.0,232.0,nan
Net Income(Minor.),14.0,1.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,35.0,67.0,67.0,nan,67.0,67.0,67.0,nan
Total Debt/Equity,559.56,118.82,125.82,nan,83.02,64.58,125.82,nan
Reserve Ratio,74.35,316.93,247.31,nan,268.58,252.97,247.31,nan
Oper.Income Margin,-4.43,-15.41,-14.8,nan,-6.45,-21.8,-18.51,nan
Net Income Margin,-58.2,-23.95,-36.36,nan,11.65,-138.58,-57.44,nan
ROA,-34.13,-9.53,-13.73,nan,8.71,-37.0,-25.78,nan
ROE,-117.49,-30.07,-30.27,nan,17.4,-64.18,-51.7,nan
EPS(KRW),-2537.0,-703.0,-578.0,nan,81.0,-289.0,-226.0,nan
BPS(KRW),872.0,2085.0,1737.0,nan,1843.0,1765.0,1737.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,6.24,9.57,7.58,nan,6.95,9.63,7.58,nan
Issued Shares,6908.0,13366.0,13367.0,nan,13366.0,13367.0,13367.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
