계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,10461.0,12479.0,12834.0,nan,3091.0,3225.0,3317.0,3322.0
Operating Income,281.0,570.0,380.0,nan,82.0,69.0,118.0,271.0
Oper.Income(Rep.),676.0,1245.0,989.0,nan,265.0,224.0,126.0,271.0
Net Income,690.0,1151.0,567.0,nan,203.0,173.0,-120.0,245.0
Net Income(Contr.),692.0,1151.0,594.0,nan,209.0,178.0,-110.0,251.0
Net Income(Minor.),-2.0,-0.0,-27.0,nan,-5.0,-5.0,-10.0,nan
Total Assets,11097.0,12262.0,13491.0,nan,12673.0,13007.0,13491.0,nan
Total Liabilities,3849.0,4387.0,5104.0,nan,4361.0,4617.0,5104.0,nan
Total Equity,7247.0,7875.0,8387.0,nan,8313.0,8391.0,8387.0,nan
Net Income(Contr.),7247.0,7875.0,8409.0,nan,8322.0,8404.0,8409.0,nan
Net Income(Minor.),0.0,-0.0,-22.0,nan,-9.0,-13.0,-22.0,nan
Capital Stock,343.0,350.0,350.0,nan,350.0,350.0,350.0,nan
Total Debt/Equity,53.11,55.71,60.85,nan,52.46,55.02,60.85,nan
Reserve Ratio,2120.36,2279.84,2344.61,nan,2319.56,2343.1,2344.61,nan
Oper.Income Margin,2.69,4.57,2.96,nan,2.66,2.13,3.56,nan
Net Income Margin,6.62,9.23,4.63,nan,6.75,5.52,-3.31,7.37
ROA,6.7,9.86,4.4,nan,6.46,5.37,-3.62,nan
ROE,9.78,15.23,7.3,nan,10.18,8.51,-5.22,nan
EPS(KRW),989.0,1646.0,864.0,nan,305.0,260.0,-160.0,367.0
BPS(KRW),10890.0,11899.0,12503.0,nan,12375.0,12495.0,12503.0,nan
DPS(KRW),196.0,200.0,300.0,nan,100.0,nan,200.0,nan
PER,32.8,23.82,34.11,nan,nan,nan,nan,nan
PBR,2.98,3.29,2.36,nan,2.51,2.55,2.36,nan
Issued Shares,69957.0,69957.0,68392.0,nan,68392.0,68392.0,68392.0,nan
Div Yield,0.6,0.51,1.02,nan,0.32,nan,0.68,nan
