계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,nan,12661.0,21638.0,nan,nan,nan,nan,nan
Operating Income,nan,267.0,773.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),nan,267.0,773.0,nan,nan,nan,0.0,nan
Net Income,nan,101.0,638.0,nan,nan,nan,nan,nan
Net Income(Contr.),nan,101.0,638.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,nan,17107.0,18351.0,nan,nan,nan,18351.0,nan
Total Liabilities,nan,7491.0,8198.0,nan,nan,nan,8198.0,nan
Total Equity,nan,9616.0,10153.0,nan,nan,nan,10153.0,nan
Net Income(Contr.),nan,9616.0,10153.0,nan,nan,nan,10153.0,nan
Net Income(Minor.),nan,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,nan,1495.0,1495.0,nan,nan,nan,1495.0,nan
Total Debt/Equity,nan,77.9,80.75,nan,nan,nan,80.75,nan
Reserve Ratio,nan,543.85,579.75,nan,nan,nan,579.75,nan
Oper.Income Margin,nan,2.11,3.57,nan,nan,nan,nan,nan
Net Income Margin,nan,0.8,2.95,nan,nan,nan,nan,nan
ROA,nan,nan,3.6,nan,nan,nan,nan,nan
ROE,nan,nan,6.45,nan,nan,nan,nan,nan
EPS(KRW),nan,338.0,2133.0,nan,nan,nan,0.0,nan
BPS(KRW),nan,32193.0,33988.0,nan,nan,nan,33988.0,nan
DPS(KRW),nan,100.0,500.0,nan,nan,nan,500.0,nan
PER,nan,20.99,2.79,nan,nan,nan,nan,nan
PBR,nan,0.22,0.18,nan,nan,nan,0.18,nan
Issued Shares,nan,29899.0,29899.0,nan,nan,nan,29899.0,nan
Div Yield,nan,1.41,8.4,nan,nan,nan,8.4,nan
