계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1105.0,924.0,658.0,nan,152.0,206.0,144.0,nan
Operating Income,265.0,256.0,126.0,nan,30.0,43.0,13.0,nan
Oper.Income(Rep.),265.0,256.0,126.0,nan,30.0,43.0,13.0,nan
Net Income,143.0,296.0,172.0,nan,50.0,32.0,28.0,nan
Net Income(Contr.),166.0,297.0,173.0,nan,50.0,31.0,30.0,nan
Net Income(Minor.),-23.0,-0.0,-1.0,nan,0.0,0.0,-2.0,nan
Total Assets,1456.0,1692.0,1834.0,nan,1717.0,1773.0,1834.0,nan
Total Liabilities,127.0,105.0,125.0,nan,91.0,123.0,125.0,nan
Total Equity,1329.0,1587.0,1709.0,nan,1627.0,1650.0,1709.0,nan
Net Income(Contr.),1283.0,1542.0,1665.0,nan,1581.0,1604.0,1665.0,nan
Net Income(Minor.),46.0,45.0,44.0,nan,46.0,46.0,44.0,nan
Capital Stock,53.0,53.0,53.0,nan,53.0,53.0,53.0,nan
Total Debt/Equity,9.59,6.64,7.29,nan,5.57,7.45,7.29,nan
Reserve Ratio,2540.42,3055.41,3377.75,nan,3206.34,3250.06,3377.75,nan
Oper.Income Margin,23.96,27.71,19.16,nan,20.03,20.74,8.84,nan
Net Income Margin,15.03,32.1,26.32,nan,33.15,15.18,20.57,nan
ROA,10.01,18.83,9.78,nan,11.66,7.25,6.16,nan
ROE,13.51,21.01,10.8,nan,12.81,7.86,7.23,nan
EPS(KRW),1570.0,2806.0,1638.0,nan,477.0,296.0,279.0,nan
BPS(KRW),13202.0,15777.0,17389.0,nan,16532.0,16750.0,17389.0,nan
DPS(KRW),200.0,500.0,1409.0,nan,nan,nan,1409.0,nan
PER,13.06,8.54,8.95,nan,nan,nan,nan,nan
PBR,1.55,1.52,0.84,nan,1.09,0.77,0.84,nan
Issued Shares,10576.0,10576.0,10576.0,nan,10576.0,10576.0,10576.0,nan
Div Yield,0.98,2.09,9.61,nan,nan,nan,9.61,nan
