계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,529.0,868.0,1045.0,nan,243.0,170.0,177.0,nan
Operating Income,-38.0,22.0,36.0,nan,11.0,-8.0,-6.0,nan
Oper.Income(Rep.),-38.0,22.0,36.0,nan,11.0,-8.0,-6.0,nan
Net Income,-81.0,-34.0,3.0,nan,7.0,-8.0,-33.0,nan
Net Income(Contr.),-80.0,-51.0,-16.0,nan,2.0,-7.0,-34.0,nan
Net Income(Minor.),-0.0,18.0,19.0,nan,5.0,-1.0,0.0,nan
Total Assets,905.0,1646.0,1425.0,nan,1514.0,1528.0,1425.0,nan
Total Liabilities,455.0,1094.0,831.0,nan,895.0,915.0,831.0,nan
Total Equity,451.0,552.0,595.0,nan,619.0,613.0,595.0,nan
Net Income(Contr.),450.0,409.0,434.0,nan,460.0,454.0,434.0,nan
Net Income(Minor.),0.0,143.0,160.0,nan,159.0,158.0,160.0,nan
Capital Stock,42.0,42.0,43.0,nan,43.0,43.0,43.0,nan
Total Debt/Equity,100.84,198.3,139.61,nan,144.67,149.27,139.61,nan
Reserve Ratio,1073.58,960.08,985.94,nan,1057.19,1045.21,985.94,nan
Oper.Income Margin,-7.11,2.5,3.47,nan,4.36,-4.65,-3.13,nan
Net Income Margin,-15.17,-5.9,-1.56,nan,0.79,-4.14,-19.03,nan
ROA,-9.8,-2.64,0.17,nan,1.76,-2.16,-9.02,nan
ROE,-20.03,-11.92,-3.88,nan,1.73,-6.17,-30.29,nan
EPS(KRW),-191.0,-122.0,-38.0,nan,4.0,-16.0,-78.0,nan
BPS(KRW),1163.0,1050.0,1086.0,nan,1147.0,1135.0,1086.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.87,2.44,2.49,nan,2.25,1.86,2.49,nan
Issued Shares,41689.0,41714.0,43089.0,nan,42608.0,42608.0,43089.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
