계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,32.0,19.0,108.0,nan,nan,nan,nan,nan
Operating Income,-62.0,-67.0,-101.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-62.0,-67.0,-101.0,nan,nan,nan,0.0,nan
Net Income,-53.0,-67.0,-91.0,nan,nan,nan,nan,nan
Net Income(Contr.),-53.0,-67.0,-91.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,145.0,344.0,320.0,nan,nan,nan,320.0,nan
Total Liabilities,46.0,72.0,129.0,nan,nan,nan,129.0,nan
Total Equity,100.0,272.0,190.0,nan,nan,nan,190.0,nan
Net Income(Contr.),100.0,272.0,190.0,nan,nan,nan,190.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,47.0,55.0,112.0,nan,nan,nan,112.0,nan
Total Debt/Equity,45.76,26.66,67.92,nan,nan,nan,67.92,nan
Reserve Ratio,113.94,391.37,69.85,nan,nan,nan,69.85,nan
Oper.Income Margin,-193.57,-347.99,-93.07,nan,nan,nan,nan,nan
Net Income Margin,-167.65,-348.52,-83.69,nan,nan,nan,nan,nan
ROA,-32.21,-27.53,-27.34,nan,nan,nan,nan,nan
ROE,-44.99,-36.28,-39.28,nan,nan,nan,nan,nan
EPS(KRW),-275.0,-339.0,-404.0,nan,nan,nan,0.0,nan
BPS(KRW),514.0,1223.0,846.0,nan,nan,nan,846.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,5.37,8.81,6.47,nan,nan,nan,6.47,nan
Issued Shares,19296.0,22124.0,22421.0,nan,nan,nan,22421.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
