계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2003.0,2757.0,2922.0,nan,702.0,816.0,706.0,nan
Operating Income,145.0,428.0,492.0,nan,145.0,139.0,79.0,nan
Oper.Income(Rep.),145.0,428.0,492.0,nan,145.0,139.0,79.0,nan
Net Income,6596.0,3883.0,5122.0,nan,1373.0,1938.0,700.0,nan
Net Income(Contr.),6838.0,3851.0,4970.0,nan,1356.0,1808.0,712.0,nan
Net Income(Minor.),-242.0,32.0,152.0,nan,17.0,129.0,-12.0,nan
Total Assets,39151.0,37849.0,42072.0,nan,40128.0,41603.0,42072.0,nan
Total Liabilities,13390.0,9310.0,8940.0,nan,9260.0,8923.0,8940.0,nan
Total Equity,25761.0,28539.0,33132.0,nan,30868.0,32680.0,33132.0,nan
Net Income(Contr.),24660.0,27437.0,31912.0,nan,29764.0,31447.0,31912.0,nan
Net Income(Minor.),1101.0,1102.0,1219.0,nan,1103.0,1233.0,1219.0,nan
Capital Stock,1682.0,1682.0,1682.0,nan,1682.0,1682.0,1682.0,nan
Total Debt/Equity,51.98,32.62,26.98,nan,30.0,27.3,26.98,nan
Reserve Ratio,1370.27,1541.21,1807.22,nan,1679.55,1779.6,1807.22,nan
Oper.Income Margin,7.23,15.54,16.84,nan,20.67,17.03,11.22,nan
Net Income Margin,341.33,139.68,170.11,nan,193.07,221.65,100.83,nan
ROA,17.2,10.09,12.82,nan,13.92,18.96,6.7,nan
ROE,33.64,14.79,16.75,nan,18.65,23.63,8.99,nan
EPS(KRW),10161.0,5723.0,7385.0,nan,2015.0,2687.0,1058.0,nan
BPS(KRW),36757.0,41030.0,47680.0,nan,44489.0,46990.0,47680.0,nan
DPS(KRW),170.0,300.0,360.0,nan,nan,nan,360.0,nan
PER,3.69,12.72,10.21,nan,nan,nan,nan,nan
PBR,1.02,1.77,1.58,nan,1.45,1.76,1.58,nan
Issued Shares,66762.0,66762.0,66762.0,nan,66762.0,66762.0,66762.0,nan
Div Yield,0.45,0.41,0.48,nan,nan,nan,0.48,nan
