계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,875.0,772.0,759.0,853.0,183.0,188.0,194.0,nan
Operating Income,49.0,43.0,-4.0,24.0,3.0,-4.0,-9.0,nan
Oper.Income(Rep.),49.0,43.0,-4.0,nan,3.0,-4.0,-9.0,nan
Net Income,40.0,26.0,-11.0,30.0,1.0,-2.0,-13.0,nan
Net Income(Contr.),40.0,26.0,-11.0,27.0,1.0,-2.0,-13.0,nan
Net Income(Minor.),-0.0,0.0,-0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,1110.0,1075.0,1202.0,1130.0,1206.0,1204.0,1202.0,nan
Total Liabilities,677.0,615.0,518.0,640.0,503.0,504.0,518.0,nan
Total Equity,433.0,460.0,684.0,490.0,703.0,700.0,684.0,nan
Net Income(Contr.),426.0,453.0,676.0,490.0,695.0,692.0,676.0,nan
Net Income(Minor.),7.0,7.0,8.0,0.0,7.0,7.0,8.0,nan
Capital Stock,295.0,137.0,154.0,140.0,154.0,154.0,154.0,nan
Total Debt/Equity,156.24,133.58,75.78,130.61,71.63,72.01,75.78,nan
Reserve Ratio,145.42,332.94,428.05,nan,366.98,438.8,428.05,nan
Oper.Income Margin,5.62,5.61,-0.49,2.82,1.84,-2.31,-4.39,nan
Net Income Margin,4.57,3.41,-1.43,3.17,0.58,-1.14,-6.62,nan
ROA,3.53,2.42,-0.96,2.57,0.33,-0.75,-4.25,nan
ROE,9.87,5.98,-1.92,4.63,0.73,-1.24,-7.52,nan
EPS(KRW),68.0,53.0,-37.0,87.0,4.0,-7.0,-42.0,nan
BPS(KRW),1227.0,2165.0,2640.0,2039.0,2335.0,2694.0,2640.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,362.09,nan,nan,nan,nan
PBR,nan,nan,5.08,15.53,6.79,3.55,5.08,nan
Issued Shares,59000.0,27386.0,30888.0,nan,30888.0,30888.0,30888.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
