계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,37169.0,40391.0,46300.0,50575.0,11291.0,10777.0,14228.0,11838.0
Operating Income,-1091.0,-1529.0,885.0,3340.0,174.0,353.0,469.0,685.0
Oper.Income(Rep.),-1091.0,-1529.0,885.0,nan,174.0,353.0,469.0,685.0
Net Income,-438.0,-1390.0,1132.0,2528.0,289.0,26.0,796.0,517.0
Net Income(Contr.),-446.0,-1429.0,1055.0,2403.0,274.0,-2.0,765.0,490.0
Net Income(Minor.),8.0,40.0,77.0,nan,16.0,28.0,31.0,nan
Total Assets,47482.0,49091.0,51089.0,53820.0,47539.0,45730.0,51089.0,nan
Total Liabilities,25730.0,28939.0,30024.0,30533.0,27015.0,25233.0,30024.0,nan
Total Equity,21753.0,20152.0,21064.0,23286.0,20524.0,20497.0,21064.0,nan
Net Income(Contr.),21348.0,19701.0,20482.0,22565.0,20033.0,20004.0,20482.0,nan
Net Income(Minor.),405.0,451.0,583.0,722.0,491.0,493.0,583.0,nan
Capital Stock,1997.0,1997.0,1997.0,1999.0,1997.0,1997.0,1997.0,nan
Total Debt/Equity,118.28,143.6,142.54,131.12,131.63,123.11,142.54,nan
Reserve Ratio,972.16,889.7,928.78,nan,906.31,904.84,928.78,nan
Oper.Income Margin,-2.93,-3.79,1.91,6.6,1.54,3.27,3.3,nan
Net Income Margin,-1.2,-3.54,2.28,4.75,2.42,-0.02,5.37,4.37
ROA,-1.01,-2.88,2.26,4.82,2.44,0.22,6.58,nan
ROE,-2.07,-6.96,5.25,11.16,5.51,-0.03,15.11,nan
EPS(KRW),-1116.0,-3579.0,2642.0,6016.0,685.0,-4.0,1914.0,1227.0
BPS(KRW),53608.0,49485.0,51439.0,56654.0,50315.0,50242.0,51439.0,nan
DPS(KRW),nan,nan,710.0,1155.0,nan,nan,710.0,nan
PER,nan,nan,50.79,27.67,nan,nan,nan,nan
PBR,1.58,1.72,2.61,2.94,1.85,1.98,2.61,nan
Issued Shares,39942.0,39942.0,39942.0,nan,39942.0,39942.0,39942.0,nan
Div Yield,nan,nan,0.53,nan,nan,nan,0.53,nan
