계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,26051.0,33529,26862.0,nan,7156,6330.0,6165.0,nan
Operating Income,1063.0,-4045,206.0,nan,344,86.0,-600.0,nan
Oper.Income(Rep.),1063.0,-4045,206.0,nan,344,86.0,-600.0,nan
Net Income,-72.0,-14570,668.0,nan,334,121.0,391.0,nan
Net Income(Contr.),229.0,-14006,350.0,nan,386,136.0,-27.0,nan
Net Income(Minor.),-300.0,-564,318.0,nan,-52,-15.0,418.0,nan
Total Assets,46257.0,46405,43239.0,nan,54709,45765.0,43239.0,nan
Total Liabilities,36248.0,50807,37967.0,nan,50459,40366.0,37967.0,nan
Total Equity,10010.0,-4402,5272.0,nan,4250,5399.0,5272.0,nan
Net Income(Contr.),10030.0,-4113,5243.0,nan,4305,5733.0,5243.0,nan
Net Income(Minor.),-20.0,-289,29.0,nan,-55,-334.0,29.0,nan
Capital Stock,201.0,201,1473.0,nan,1431,1443.0,1473.0,nan
Total Debt/Equity,362.12,Completely Impaired capital,720.17,nan,1187.31,747.7,720.17,nan
Reserve Ratio,4890.39,nan,256.03,nan,200.90,297.35,256.03,nan
Oper.Income Margin,4.08,-12.07,0.77,nan,4.81,1.35,-9.73,nan
Net Income Margin,0.88,-41.77,1.3,nan,5.39,2.15,-0.44,nan
ROA,-0.17,-31.45,1.49,nan,2.44,0.97,3.51,nan
ROE,2.66,-473.42,61.93,nan,Completely Impaired capital,10.85,-1.97,nan
EPS(KRW),1885.0,-115519,230.0,nan,2126,47.0,-9.0,nan
BPS(KRW),82736.0,-33918,1780.0,nan,1505,1987.0,1780.0,nan
DPS(KRW),776.0,nan,nan,nan,nan,nan,nan,nan
PER,4.35,nan,10.5,nan,nan,nan,nan,nan
PBR,0.1,nan,1.35,nan,3.12,2.37,1.35,nan
Issued Shares,11474.0,11474,293856.0,nan,285470,287905.0,293856.0,nan
Div Yield,9.46,nan,nan,nan,nan,nan,nan,nan
