계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,265,332.0,572.0,780.0,nan,nan,nan,nan
Operating Income,50,36.0,53.0,80.0,nan,nan,nan,nan
Oper.Income(Rep.),50,36.0,53.0,nan,nan,nan,0.0,nan
Net Income,34,22.0,38.0,nan,nan,nan,nan,nan
Net Income(Contr.),33,22.0,38.0,56.0,nan,nan,nan,nan
Net Income(Minor.),1,-1.0,nan,nan,nan,nan,nan,nan
Total Assets,558,714.0,732.0,nan,nan,nan,732.0,nan
Total Liabilities,407,554.0,433.0,nan,nan,nan,433.0,nan
Total Equity,151,161.0,299.0,nan,nan,nan,299.0,nan
Net Income(Contr.),165,175.0,299.0,nan,nan,nan,299.0,nan
Net Income(Minor.),-14,-14.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,2,2.0,62.0,nan,nan,nan,62.0,nan
Total Debt/Equity,269.12,344.71,144.88,nan,nan,nan,144.88,nan
Reserve Ratio,7056.38,7483.96,386.31,nan,nan,nan,386.31,nan
Oper.Income Margin,19.07,10.71,9.21,10.26,nan,nan,nan,nan
Net Income Margin,12.37,6.7,6.7,7.18,nan,nan,nan,nan
ROA,N/A(IFRS),3.41,5.3,nan,nan,nan,nan,nan
ROE,N/A(IFRS),13.08,16.19,18.72,nan,nan,nan,nan
EPS(KRW),298,193.0,325.0,378.0,nan,nan,0.0,nan
BPS(KRW),1431,1517.0,2432.0,nan,nan,nan,2432.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,50.87,nan,nan,nan,nan
PBR,nan,nan,nan,nan,nan,nan,nan,nan
Issued Shares,5173,5173.0,12301.0,nan,nan,nan,12301.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
