계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(P)
Sales,100543.0,106249.0,99666.0,94808.0,26863.0,23170.0,25785.0,20980.0
Operating Income,7029.0,9931.0,9716.0,7137.0,2626.0,2039.0,2958.0,1573.0
Oper.Income(Rep.),7029.0,9931.0,9716.0,nan,2626.0,2039.0,2958.0,1573.0
Net Income,5953.0,6956.0,6387.0,5778.0,2053.0,1582.0,1110.0,1572.0
Net Income(Contr.),6649.0,7538.0,7569.0,6064.0,3153.0,1637.0,1159.0,1506.0
Net Income(Minor.),-696.0,-582.0,-1183.0,nan,-1101.0,-54.0,-49.0,nan
Total Assets,78487.0,78014.0,100133.0,102221.0,85491.0,84391.0,100133.0,nan
Total Liabilities,52717.0,45031.0,61176.0,58333.0,48245.0,46302.0,61176.0,nan
Total Equity,25770.0,32983.0,38957.0,43888.0,37246.0,38090.0,38957.0,nan
Net Income(Contr.),26932.0,34733.0,42318.0,47543.0,40110.0,41210.0,42318.0,nan
Net Income(Minor.),-1161.0,-1749.0,-3361.0,-3655.0,-2865.0,-3120.0,-3361.0,nan
Capital Stock,9800.0,9800.0,9800.0,9800.0,9800.0,9800.0,9800.0,nan
Total Debt/Equity,204.56,136.53,157.03,132.91,129.53,121.56,157.03,nan
Reserve Ratio,174.81,254.41,331.82,nan,309.29,320.51,331.82,nan
Oper.Income Margin,6.99,9.35,9.75,7.53,9.77,8.8,11.47,nan
Net Income Margin,6.61,7.09,7.59,6.4,11.74,7.06,4.5,7.49
ROA,8.56,8.89,7.17,5.71,9.94,7.45,4.81,nan
ROE,28.32,24.45,19.65,13.5,32.73,16.1,11.1,nan
EPS(KRW),3393.0,3846.0,3862.0,3094.0,1609.0,835.0,592.0,768.0
BPS(KRW),13741.0,17721.0,21591.0,24257.0,20464.0,21025.0,21591.0,nan
DPS(KRW),nan,nan,660.0,616.0,nan,nan,660.0,nan
PER,6.56,7.54,4.29,6.18,nan,nan,nan,nan
PBR,1.62,1.64,0.77,0.79,1.18,1.05,0.77,nan
Issued Shares,196000.0,196000.0,196000.0,nan,196000.0,196000.0,196000.0,nan
Div Yield,nan,nan,3.99,nan,nan,nan,3.99,nan
