계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1386.0,1328.0,1358.0,nan,302.0,330.0,410.0,nan
Operating Income,53.0,-4.0,-65.0,nan,-16.0,-6.0,-31.0,nan
Oper.Income(Rep.),53.0,-4.0,-65.0,nan,-16.0,-6.0,-31.0,nan
Net Income,-220.0,-168.0,-78.0,nan,-30.0,-35.0,7.0,nan
Net Income(Contr.),-223.0,-168.0,-76.0,nan,-29.0,-32.0,6.0,nan
Net Income(Minor.),2.0,1.0,-2.0,nan,-1.0,-3.0,1.0,nan
Total Assets,2801.0,2578.0,3297.0,nan,2693.0,2742.0,3297.0,nan
Total Liabilities,992.0,969.0,1522.0,nan,1181.0,1248.0,1522.0,nan
Total Equity,1810.0,1610.0,1774.0,nan,1513.0,1494.0,1774.0,nan
Net Income(Contr.),1793.0,1592.0,1608.0,nan,1496.0,1476.0,1608.0,nan
Net Income(Minor.),16.0,18.0,166.0,nan,17.0,18.0,166.0,nan
Capital Stock,54.0,54.0,54.0,nan,54.0,54.0,54.0,nan
Total Debt/Equity,54.8,60.18,85.8,nan,78.04,83.56,85.8,nan
Reserve Ratio,3644.56,3295.66,2866.84,nan,3117.9,3082.24,2866.84,nan
Oper.Income Margin,3.82,-0.32,-4.76,nan,-5.22,-1.79,-7.46,nan
Net Income Margin,-16.05,-12.66,-5.6,nan,-9.54,-9.64,1.48,nan
ROA,-7.57,-6.23,-2.65,nan,-4.53,-5.09,0.99,nan
ROE,-11.71,-9.93,-4.75,nan,-7.59,-8.56,1.57,nan
EPS(KRW),-2053.0,-1551.0,-701.0,nan,-265.0,-293.0,56.0,nan
BPS(KRW),18723.0,16978.0,14834.0,nan,16090.0,15911.0,14834.0,nan
DPS(KRW),300.0,300.0,300.0,nan,nan,nan,300.0,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.02,1.24,1.11,nan,1.15,1.11,1.11,nan
Issued Shares,10841.0,10841.0,10841.0,nan,10841.0,10841.0,10841.0,nan
Div Yield,1.57,1.43,1.82,nan,nan,nan,1.82,nan
